"","X","Hugo_Symbol","Entrez_Gene_Id","Entrez_Gene_ID_0","RefSeq_ID_0","Accession_0","Gene_symbol","SNP","CHR","BP","TCGAsymbolEQMETABRICsymbol","refseqID","MatchingIlluminaProbeId"
"2534",2670,"NAT16",375607,375607,"NM_198571.1","NM_198571.1","C7orf52",375607,7,100600607,FALSE,"NM_198571","ILMN_2198859"
"2535",2671,"LSMEM1",286006,286006,"NM_182597.1","NM_182597.1","C7orf53",286006,7,111917788,FALSE,"NM_182597","ILMN_1804895"
"2536",2672,"SND1-IT1",27099,27099,"NM_014411.2","NM_014411.2","C7orf54",27099,7,127427217,FALSE,"NM_014411","ILMN_1655961"
"2537",2673,"C7ORF55",154791,154791,"NM_197964.1","NM_197964.1","LUC7L2",154791,7,138681247,FALSE,"NM_197964","ILMN_2078547"
"2538",2674,"C7ORF57",136288,136288,"NM_001100159.1","NM_001100159.1","C7orf57",136288,7,48066703,FALSE,"NM_001100159","ILMN_1790211"
"2539",2675,"CPED1",79974,79974,"NM_024913.3","NM_024913.3","C7orf58",79974,7,120724646,FALSE,"NM_024913","ILMN_1677038"
"2540",2676,"LAMTOR4",389541,389541,"NM_001008395.2","NM_001008395.2","C7orf59",389541,7,99589502,FALSE,"NM_001008395","ILMN_1779735"
"2541",2677,"C7ORF60",154743,154743,"NM_152556.2","NM_152556.2","C7orf60",154743,7,112249183,FALSE,"NM_152556","ILMN_1658210"
"2542",2678,"C7ORF61",402573,402573,"NM_001004323.1","NM_001004323.1","C7orf61",402573,7,99899131,FALSE,"NM_001004323","ILMN_2226691"
"2543",2679,"CFAP69",79846,79846,"NM_001039706.1","NM_001039706.1","C7orf63",79846,7,89777420,FALSE,"NM_001039706","ILMN_1790315"
"2544",2680,"RBM48",84060,84060,"NM_032120.1","NM_032120.1","C7orf64",84060,7,92001987,FALSE,"NM_032120","ILMN_1742276"
"2545",2682,"C7ORF66",154907,154907,"NM_001024607.1","NM_001024607.1","C7orf66",154907,7,108311762,FALSE,"NM_001024607","ILMN_1726640"
"2546",2683,"HILPDA",29923,29923,"NM_013332.3","NM_013332.3","C7orf68",29923,7,127885597,FALSE,"NM_013332","ILMN_1659990"
"2547",2684,"C7ORF69",80099,80099,"NM_025031.2","NM_025031.2","C7orf69",80099,7,47824304,FALSE,"NM_025031","ILMN_1695301"
"2548",2685,"FAM220A",84792,84792,"NM_001037163.1","NM_001037163.1","MGC12966",84792,7,6336000,FALSE,"NM_001037163","ILMN_1717219"
"2549",2686,"C7ORF71",285941,285941,"XM_379477.3","XM_379477.3","LOC285941",285941,7,26645403,FALSE,"XM_379477","ILMN_1730340"
"2550",2688,"C7",730,730,"NM_000587.2","NM_000587.2","C7",730,5,41018577,TRUE,"NM_000587","ILMN_1687848"
"2551",2689,"C8A",731,731,"NM_000562.1","NM_000562.1","C8A",731,1,57156114,TRUE,"NM_000562","ILMN_1710606"
"2552",2690,"C8B",732,732,"NM_000066.2","NM_000066.2","C8B",732,1,57171602,TRUE,"NM_000066","ILMN_1731293"
"2553",2691,"C8G",733,733,"NM_000606.1","NM_000606.1","C8G",733,9,138960816,TRUE,"NM_000606","ILMN_1737242"
"2554",2692,"TMEM249",340393,340393,"XR_015602.1","XR_015602.1","C8ORFK29",340393,8,145548775,FALSE,"XR_015602","ILMN_1792663"
"2555",2694,"C8ORF22",492307,492307,"NM_001007176.3","NM_001007176.3","C8orf22",492307,8,50151065,FALSE,"NM_001007176","ILMN_1811735"
"2556",2695,"HGH1",51236,51236,"XM_937693.1","XM_937693.1","C8orf30A",51236,8,145266320,FALSE,"XM_937693","ILMN_1663364"
"2557",2696,"C8ORF31",286122,286122,"NM_173687.2","NM_173687.2","C8orf31",286122,8,144206732,FALSE,"NM_173687","ILMN_1790751"
"2558",2697,"C8ORF33",65265,65265,"NM_023080.1","NM_023080.1","C8orf33",65265,8,146252092,FALSE,"NM_023080","ILMN_1706275"
"2559",2698,"C8ORF34",116328,116328,"NM_052958.1","NM_052958.1","C8orf34",116328,8,69890715,FALSE,"NM_052958","ILMN_1812841"
"2560",2699,"C8ORF37",157657,157657,"NM_177965.2","NM_177965.2","C8orf37",157657,8,96328026,FALSE,"NM_177965","ILMN_2091084"
"2561",2700,"NDUFAF6",137682,137682,"NM_152416.2","NM_152416.2","C8orf38",137682,8,96128469,FALSE,"NM_152416","ILMN_1727618"
"2562",2702,"SMIM19",114926,114926,"NM_138436.2","NM_138436.2","C8orf40",114926,8,42527092,FALSE,"NM_138436","ILMN_1677385"
"2563",2703,"TTI2",80185,80185,"NM_025115.1","NM_025115.1","C8orf41",80185,8,33477401,FALSE,"NM_025115","ILMN_1760400"
"2564",2704,"TDRP",157695,157695,"NM_175075.2","NM_175075.2","C8orf42",157695,8,432443,FALSE,"NM_175075","ILMN_1679241"
"2565",2705,"C8ORF44",56260,56260,"NM_019607.1","NM_019607.1","C8orf44",56260,8,67755473,FALSE,"NM_019607","ILMN_1792242"
"2566",2706,"MCMDC2",157777,157777,"NM_173518.2","NM_173518.2","C8orf45",157777,8,67976507,FALSE,"NM_173518","ILMN_2113738"
"2567",2707,"C8ORF46",254778,254778,"NM_152765.2","NM_152765.2","C8orf46",254778,8,67592757,FALSE,"NM_152765","ILMN_1657149"
"2568",2708,"ERICH5",203111,203111,"NM_173549.1","NM_173549.1","C8orf47",203111,8,99174727,FALSE,"NM_173549","ILMN_1670975"
"2569",2709,"C8ORF48",157773,157773,"XR_017961.1","XR_017961.1","C8orf48",157773,8,13470056,FALSE,"XR_017961","ILMN_1784408"
"2570",2710,"C8ORF4",56892,56892,"NM_020130.3","NM_020130.3","C8orf4",56892,8,40130882,FALSE,"NM_020130","ILMN_1656369"
"2571",2711,"RHPN1-AS1",78998,78998,"NM_024035.1","NM_024035.1","C8orf51",78998,8,144520288,FALSE,"NM_024035","ILMN_1688772"
"2572",2712,"THEM6",51337,51337,"NM_016647.2","NM_016647.2","C8orf55",51337,8,143815250,FALSE,"NM_016647","ILMN_1777740"
"2573",2714,"C8ORF58",541565,541565,"NM_001013842.1","NM_001013842.1","C8orf58",541565,8,22517310,FALSE,"NM_001013842","ILMN_1764320"
"2574",2715,"C8ORF59",401466,401466,"NM_001099672.1","NM_001099672.1","C8orf59",401466,8,86316947,FALSE,"NM_001099672","ILMN_1653205"
"2575",2716,"LINC00588",26138,26138,"XM_496976.2","XM_496976.2","C8orf71",26138,8,58357321,FALSE,"XM_496976","ILMN_1721133"
"2576",2717,"MROH6",642475,642475,"XM_925979.1","XM_925979.1","C8orf73",642475,8,144720710,FALSE,"XM_925979","ILMN_1672428"
"2577",2718,"C8ORF74",203076,203076,"NM_001040032.1","NM_001040032.1","C8orf74",203076,8,10592855,FALSE,"NM_001040032","ILMN_1749047"
"2578",2720,"C8ORF76",84933,84933,"NM_032847.1","NM_032847.1","C8orf76",84933,8,124301652,FALSE,"NM_032847","ILMN_1742074"
"2579",2721,"ZNF252P-AS1",286103,286103,"XR_001290.1","XR_001290.1","C8orf77",286103,8,146201704,FALSE,"XR_001290","ILMN_1705085"
"2580",2722,"KIAA1456",57604,57604,"NM_020844.2","NM_020844.2","C8orf79",57604,8,12928005,FALSE,"NM_020844","ILMN_1801178"
"2581",2723,"NUGGC",389643,389643,"NM_001010906.1","NM_001010906.1","C8orf80",389643,8,27940433,FALSE,"NM_001010906","ILMN_1719762"
"2582",2725,"SBSPON",157869,157869,"NM_153225.2","NM_153225.2","C8orf84",157869,8,74141870,FALSE,"NM_153225","ILMN_1808245"
"2583",2726,"AARD",441376,441376,"NM_001025357.1","NM_001025357.1","C8orf85",441376,8,118024124,FALSE,"NM_001025357","ILMN_2159290"
"2584",2727,"C8ORF86",389649,389649,"NM_207412.1","NM_207412.1","C8orf86",389649,8,38487700,FALSE,"NM_207412","ILMN_1801725"
"2585",2728,"ARHGEF39",84904,84904,"NM_032818.2","NM_032818.2","C9orf100",84904,9,35651585,FALSE,"NM_032818","ILMN_1681221"
"2586",2729,"ERCC6L2",375748,375748,"NM_001010895.1","NM_001010895.1","C9orf102",375748,9,97768819,FALSE,"NM_001010895","ILMN_1685279"
"2587",2730,"IDNK",414328,414328,"NM_001001551.1","NM_001001551.1","C9orf103",414328,9,85448583,FALSE,"NM_001001551","ILMN_1791306"
"2588",2731,"C9ORF106",414318,414318,"NM_001012715.1","NM_001012715.1","AX747616",414318,9,131126578,FALSE,"NM_001012715","ILMN_1777477"
"2589",2732,"FAM225A",286333,286333,"XM_379665.2","XM_379665.2","C9orf109",286333,9,114921434,FALSE,"XM_379665","ILMN_1695485"
"2590",2734,"C9ORF114",51490,51490,"NM_016390.2","NM_016390.2","C9orf114",51490,9,130624264,FALSE,"NM_016390","ILMN_1803317"
"2591",2735,"C9ORF116",138162,138162,"NM_144654.2","NM_144654.2","C9orf116",138162,9,137527033,FALSE,"NM_144654","ILMN_1723709"
"2592",2736,"CFAP157",286207,286207,"NM_001012502.1","NM_001012502.1","AK126437",286207,9,129518055,FALSE,"NM_001012502","ILMN_1686841"
"2593",2737,"SWI5",375757,375757,"NM_001040011.1","NM_001040011.1","C9orf119",375757,9,130090900,FALSE,"NM_001040011","ILMN_1811555"
"2594",2738,"EQTN",54586,54586,"NM_020641.1","NM_020641.1","C9orf11",54586,9,27279675,FALSE,"NM_020641","ILMN_1751069"
"2595",2739,"FAM201A",158228,158228,"XM_379636.4","XM_379636.4","C9orf122",158228,9,38614626,FALSE,"XM_379636","ILMN_1744581"
"2596",2740,"TMEM261",90871,90871,"NM_033428.1","NM_033428.1","C9orf123",90871,9,7786680,FALSE,"NM_033428","ILMN_1769409"
"2597",2741,"TMEM246",84302,84302,"NM_032342.1","NM_032342.1","C9orf125",84302,9,103277730,FALSE,"NM_032342","ILMN_1809323"
"2598",2742,"FAM221B",392307,392307,"NM_001012446.1","NM_001012446.1","C9orf128",392307,9,35808916,FALSE,"NM_001012446","ILMN_1683232"
"2599",2745,"C9ORF131",138724,138724,"NM_203299.2","NM_203299.2","C9orf131",138724,9,35035683,FALSE,"NM_203299","ILMN_1705735"
"2600",2746,"C9ORF135",138255,138255,"NM_001010940.1","NM_001010940.1","C9orf135",138255,9,71662683,FALSE,"NM_001010940","ILMN_1699537"
"2601",2747,"C9ORF139",401563,401563,"NM_207511.1","NM_207511.1","C9orf139",401563,9,139050591,FALSE,"NM_207511","ILMN_1769538"
"2602",2748,"SAPCD2",89958,89958,"NM_178448.2","NM_178448.2","C9orf140",89958,9,139076879,FALSE,"NM_178448","ILMN_1702197"
"2603",2749,"C9ORF142",286257,286257,"NM_183241.1","NM_183241.1","C9orf142",286257,9,139008071,FALSE,"NM_183241","ILMN_1761138"
"2604",2751,"FAM205BP",389715,389715,"XM_001134423.1","XM_001134423.1","AL080137",389715,9,34816760,FALSE,"XM_001134423","ILMN_1770303"
"2605",2752,"LURAP1L",286343,286343,"NM_203403.1","NM_203403.1","C9orf150",286343,9,12812649,FALSE,"NM_203403","ILMN_1701361"
"2606",2753,"C9ORF152",401546,401546,"NM_001012993.1","NM_001012993.1","C9orf152",401546,9,112001836,FALSE,"NM_001012993","ILMN_1781745"
"2607",2754,"C9ORF153",389766,389766,"NM_001010907.1","NM_001010907.1","C9orf153",389766,9,88034303,FALSE,"NM_001010907","ILMN_1678189"
"2608",2755,"TRMO",51531,51531,"NM_016481.3","NM_016481.3","C9orf156",51531,9,99706855,FALSE,"NM_016481","ILMN_1700028"
"2609",2756,"C9ORF163",158055,158055,"NM_152571.2","NM_152571.2","C9orf163",158055,9,138499916,FALSE,"NM_152571","ILMN_1719280"
"2610",2757,"TOR4A",54863,54863,"NM_017723.2","NM_017723.2","C9orf167",54863,9,139296397,FALSE,"NM_017723","ILMN_1813641"
"2611",2758,"CYSRT1",375791,375791,"NM_199001.1","NM_199001.1","C9orf169",375791,9,1130491,FALSE,"NM_199001","ILMN_1814106"
"2612",2759,"C9ORF16",79095,79095,"NM_024112.3","NM_024112.3","C9orf16",79095,9,129965781,FALSE,"NM_024112","ILMN_1782618"
"2613",2760,"C9ORF170",401535,401535,"NM_001001709.1","NM_001001709.1","C9orf170",401535,9,88963464,FALSE,"NM_001001709","ILMN_2121848"
"2614",2761,"CFAP77",389799,389799,"NM_207417.1","NM_207417.1","C9orf171",389799,9,134438377,FALSE,"NM_207417","ILMN_1663665"
"2615",2762,"C9ORF172",389813,389813,"NM_001080482.2","NM_001080482.2","LOC389813",389813,9,138861468,FALSE,"NM_001080482","ILMN_1677274"
"2616",2763,"C9ORF173",441476,441476,"NM_001004353.2","NM_001004353.2","LOC441476",441476,9,139267724,FALSE,"NM_001004353","ILMN_1795673"
"2617",2764,"AAED1",195827,195827,"NM_153698.1","NM_153698.1","C9orf21",195827,9,98443747,FALSE,"NM_153698","ILMN_1717229"
"2618",2765,"RPP25L",138716,138716,"NM_148178.1","NM_148178.1","C9orf23",138716,9,34600768,FALSE,"NM_148178","ILMN_1766793"
"2619",2766,"C9ORF24",84688,84688,"NM_147168.1","NM_147168.1","C9orf24",84688,9,34369662,FALSE,"NM_147168","ILMN_2365023"
"2620",2767,"FAM219A",203259,203259,"NM_147202.1","NM_147202.1","C9orf25",203259,9,34388395,FALSE,"NM_147202","ILMN_1746633"
"2621",2768,"LINC00474",58483,58483,"NM_021208.1","NM_021208.1","C9orf27",58483,9,117690363,FALSE,"NM_021208","ILMN_1741992"
"2622",2769,"MSANTD3",91283,91283,"NM_080655.1","NM_080655.1","C9orf30",91283,9,102252925,FALSE,"NM_080655","ILMN_1714278"
"2623",2770,"ARRDC1-AS1",85026,85026,"NM_032937.3","NM_032937.3","C9orf37",85026,9,139629644,FALSE,"NM_032937","ILMN_1799320"
"2624",2771,"C9ORF3",84909,84909,"NM_032823.3","NM_032823.3","C9orf3",84909,9,96888963,FALSE,"NM_032823","ILMN_1674629"
"2625",2772,"C9ORF40",55071,55071,"NM_017998.1","NM_017998.1","C9orf40",55071,9,76751881,FALSE,"NM_017998","ILMN_1711799"
"2626",2773,"CARNMT1",138199,138199,"NM_152420.1","NM_152420.1","C9orf41",138199,9,76787949,FALSE,"NM_152420","ILMN_1780460"
"2627",2774,"C9ORF43",257169,257169,"NM_152786.1","NM_152786.1","C9orf43",257169,9,115231561,FALSE,"NM_152786","ILMN_1796499"
"2628",2776,"MIR600HG",81571,81571,"XR_017862.1","XR_017862.1","STRBP",81571,9,124911723,FALSE,"XR_017862","ILMN_1719998"
"2629",2777,"PLGRKT",55848,55848,"NM_018465.2","NM_018465.2","C9orf46",55848,9,5351144,FALSE,"NM_018465","ILMN_1709043"
"2630",2778,"C9ORF47",286223,286223,"NM_001001938.2","NM_001001938.2","C9orf47",286223,9,90800572,FALSE,"NM_001001938","ILMN_1794672"
"2631",2779,"FRRS1L",23732,23732,"NM_014334.2","NM_014334.2","C9orf4",23732,9,110939566,FALSE,"NM_014334","ILMN_1760866"
"2632",2780,"C9ORF50",375759,375759,"NM_199350.3","NM_199350.3","C9orf50",375759,9,131414377,FALSE,"NM_199350","ILMN_1701873"
"2633",2781,"CDKN2A-AS1",51198,51198,"XM_940815.1","XM_940815.1","CDKN2A",51198,9,21957318,FALSE,"XM_940815","ILMN_1687924"
"2634",2782,"C9ORF57",138240,138240,"XM_059954.8","XM_059954.8","C9orf57",138240,9,73856474,FALSE,"XM_059954","ILMN_1772890"
"2635",2783,"TMEM245",23731,23731,"NM_032012.3","NM_032012.3","C9orf5",23731,9,110817585,FALSE,"NM_032012","ILMN_1788384"
"2636",2784,"C9ORF64",84267,84267,"NM_032307.3","NM_032307.3","C9orf64",84267,9,85743525,FALSE,"NM_032307","ILMN_1777318"
"2637",2785,"C9ORF66",157983,157983,"NM_152569.1","NM_152569.1","C9orf66",157983,9,203642,FALSE,"NM_152569","ILMN_1717248"
"2638",2786,"SPATA6L",55064,55064,"NM_017985.3","NM_017985.3","C9orf68",55064,9,4578899,FALSE,"NM_017985","ILMN_1736538"
"2639",2787,"C9ORF69",90120,90120,"XM_931232.1","XM_931232.1","C9orf69",90120,9,138146604,FALSE,"XM_931232","ILMN_1657673"
"2640",2788,"FAM206A",54942,54942,"NM_017832.2","NM_017832.2","C9orf6",54942,9,110742640,FALSE,"NM_017832","ILMN_1685104"
"2641",2790,"TMEM252",169693,169693,"NM_153237.1","NM_153237.1","C9orf71",169693,9,70341665,FALSE,"NM_153237","ILMN_1715653"
"2642",2791,"C9ORF72",203228,203228,"NM_018325.1","NM_018325.1","C9orf72",203228,9,27557098,FALSE,"NM_018325","ILMN_1741881"
"2643",2792,"C9ORF78",51759,51759,"NM_016520.2","NM_016520.2","C9orf78",51759,9,131629557,FALSE,"NM_016520","ILMN_1697166"
"2644",2793,"SPATA31E1",286234,286234,"NM_178828.3","NM_178828.3","C9orf79",286234,9,89693317,FALSE,"NM_178828","ILMN_1765791"
"2645",2794,"CACFD1",11094,11094,"NM_017586.1","NM_017586.1","C9orf7",11094,9,135325401,FALSE,"NM_017586","ILMN_1814856"
"2646",2795,"INIP",58493,58493,"NM_021218.1","NM_021218.1","C9orf80",58493,9,114488678,FALSE,"NM_021218","ILMN_2079098"
"2647",2796,"CAAP1",79886,79886,"NM_024828.2","NM_024828.2","C9orf82",79886,9,26830709,FALSE,"NM_024828","ILMN_1755222"
"2648",2797,"C9ORF84",158401,158401,"NM_173521.2","NM_173521.2","C9orf84",158401,9,113488606,FALSE,"NM_173521","ILMN_1731370"
"2649",2798,"C9ORF85",138241,138241,"NM_182505.3","NM_182505.3","C9orf85",138241,9,73751781,FALSE,"NM_182505","ILMN_1678477"
"2650",2799,"RABL6",55684,55684,"NM_024718.2","NM_024718.2","C9orf86",55684,9,138855098,FALSE,"NM_024718","ILMN_1760628"
"2651",2800,"CARD19",84270,84270,"NM_032310.3","NM_032310.3","C9orf89",84270,9,94914368,FALSE,"NM_032310","ILMN_1659189"
"2652",2801,"C9ORF91",203197,203197,"NM_153045.2","NM_153045.2","C9orf91",203197,9,116447372,FALSE,"NM_153045","ILMN_1803652"
"2653",2802,"CCDC171",203238,203238,"NM_173550.2","NM_173550.2","C9orf93",203238,9,15961775,FALSE,"NM_173550","ILMN_1764188"
"2654",2803,"NMRK1",54981,54981,"NM_017881.1","NM_017881.1","C9orf95",54981,9,76866056,FALSE,"NM_017881","ILMN_1674650"
"2655",2804,"STKLD1",169436,169436,"NM_153710.3","NM_153710.3","SURF2",169436,9,135260955,FALSE,"NM_153710","ILMN_1745713"
"2656",2805,"AK8",158067,158067,"NM_152572.2","NM_152572.2","C9orf98",158067,9,134590991,FALSE,"NM_152572","ILMN_1659914"
"2657",2806,"C9ORF9",11092,11092,"NM_018956.3","NM_018956.3","C9orf9",11092,9,134753576,FALSE,"NM_018956","ILMN_1813837"
"2658",2807,"C9",735,735,"NM_001737.2","NM_001737.2","C9",735,5,39320827,TRUE,"NM_001737","ILMN_1767831"
"2659",2808,"CA10",56934,56934,"NM_020178.3","NM_020178.3","CA10",56934,17,47062880,TRUE,"NM_020178","ILMN_1665856"
"2660",2809,"CA11",770,770,"NM_001217.3","NM_001217.3","CA11",770,19,53834385,TRUE,"NM_001217","ILMN_1743219"
"2661",2810,"CA12",771,771,"NM_001218.3","NM_001218.3","CA12",771,15,61403197,TRUE,"NM_001218","ILMN_1720998"
"2662",2811,"CA13",377677,377677,"NM_198584.1","NM_198584.1","CA13",377677,8,86383212,TRUE,"NM_198584","ILMN_1802414"
"2663",2812,"CA14",23632,23632,"NM_012113.1","NM_012113.1","CA14",23632,1,148503787,TRUE,"NM_012113","ILMN_1742358"
"2664",2813,"CA1",759,759,"NM_001738.1","NM_001738.1","DQ894091",759,8,86428105,FALSE,"NM_001738","ILMN_1652431"
"2665",2814,"CA2",760,760,"NM_000067.1","NM_000067.1","CA2",760,8,86580557,TRUE,"NM_000067","ILMN_1662795"
"2666",2815,"CA3",761,761,"NM_005181.2","NM_005181.2","CA3",761,8,86547587,TRUE,"NM_005181","ILMN_1740996"
"2667",2816,"CA4",762,762,"NM_000717.2","NM_000717.2","CA4",762,17,55591609,TRUE,"NM_000717","ILMN_1695157"
"2668",2817,"CA5A",763,763,"NM_001739.1","NM_001739.1","CA5A",763,16,86479259,TRUE,"NM_001739","ILMN_1731292"
"2669",2819,"CA5B",11238,11238,"NM_007220.3","NM_007220.3","CA5B",11238,23,15712360,TRUE,"NM_007220","ILMN_1672807"
"2670",2820,"CA6",765,765,"NM_001215.2","NM_001215.2","CA6",765,1,8957499,TRUE,"NM_001215","ILMN_1708790"
"2671",2821,"CA7",766,766,"NM_005182.2","NM_005182.2","CA7",766,16,65445157,TRUE,"NM_005182","ILMN_1761789"
"2672",2822,"CA8",767,767,"NM_004056.4","NM_004056.4","CA8",767,8,61264186,TRUE,"NM_004056","ILMN_1696615"
"2673",2823,"CA9",768,768,"NM_001216.1","NM_001216.1","CA9",768,9,35670781,TRUE,"NM_001216","ILMN_1725139"
"2674",2824,"CAB39L",81617,81617,"NM_001079670.1","NM_001079670.1","CAB39L",81617,13,48782272,TRUE,"NM_001079670","ILMN_1783598"
"2675",2825,"CAB39",51719,51719,"NM_016289.2","NM_016289.2","CAB39",51719,2,231393643,TRUE,"NM_016289","ILMN_1765858"
"2676",2826,"ADCK3",56997,56997,"NM_020247.4","NM_020247.4","CABC1",56997,1,225241553,FALSE,"NM_020247","ILMN_1731064"
"2677",2827,"CABIN1",23523,23523,"NM_012295.2","NM_012295.2","CABIN1",23523,22,22904466,TRUE,"NM_012295","ILMN_1814044"
"2678",2828,"CABLES1",91768,91768,"NM_138375.1","NM_138375.1","CABLES1",91768,18,19092413,TRUE,"NM_138375","ILMN_1653001"
"2679",2829,"CABLES2",81928,81928,"NM_031215.2","NM_031215.2","CABLES2",81928,20,60397270,TRUE,"NM_031215","ILMN_1762407"
"2680",2830,"CABP1",9478,9478,"NM_031205.2","NM_031205.2","CABP1",9478,12,119578423,TRUE,"NM_031205","ILMN_1755428"
"2681",2831,"CABP2",51475,51475,"NM_031204.2","NM_031204.2","CABP2",51475,11,67043151,TRUE,"NM_031204","ILMN_1760288"
"2682",2832,"CABP4",57010,57010,"NM_145200.2","NM_145200.2","CABP4",57010,11,66983048,TRUE,"NM_145200","ILMN_1688864"
"2683",2833,"CABP5",56344,56344,"NM_019855.3","NM_019855.3","CABP5",56344,19,53225187,TRUE,"NM_019855","ILMN_1676973"
"2684",2834,"CABP7",164633,164633,"NM_182527.1","NM_182527.1","CABP7",164633,22,28457552,TRUE,"NM_182527","ILMN_1754078"
"2685",2835,"CABYR",26256,26256,"NM_138643.1","NM_138643.1","CABYR",26256,18,19989911,TRUE,"NM_138643","ILMN_2412139"
"2686",2836,"CACHD1",57685,57685,"NM_020925.2","NM_020925.2","CACHD1",57685,1,64820458,TRUE,"NM_020925","ILMN_1738854"
"2687",2837,"CACNA1A",773,773,"NM_000068.2","NM_000068.2","CACNA1A",773,19,13184200,TRUE,"NM_000068","ILMN_1761851"
"2688",2838,"CACNA1B",774,774,"NM_000718.1","NM_000718.1","CACNA1B",774,9,140136032,TRUE,"NM_000718","ILMN_1691855"
"2689",2839,"CACNA1C",775,775,"NM_000719.5","NM_000719.5","CACNA1C",775,12,2675859,TRUE,"NM_000719","ILMN_1666775"
"2690",2840,"CACNA1D",776,776,"NM_000720.1","NM_000720.1","CACNA1D",776,3,53820843,TRUE,"NM_000720","ILMN_1681223"
"2691",2841,"CACNA1E",777,777,"NM_000721.2","NM_000721.2","CACNA1E",777,1,180037200,TRUE,"NM_000721","ILMN_1664047"
"2692",2842,"CACNA1F",778,778,"NM_005183.2","NM_005183.2","CACNA1F",778,23,48948675,TRUE,"NM_005183","ILMN_1659138"
"2693",2843,"CACNA1G",8913,8913,"NM_198376.1","NM_198376.1","CACNA1G",8913,17,46038305,TRUE,"NM_198376","ILMN_1703016"
"2694",2844,"CACNA1H",8912,8912,"NM_021098.2","NM_021098.2","CACNA1H",8912,16,1211623,TRUE,"NM_021098","ILMN_1671263"
"2695",2845,"CACNA1I",8911,8911,"NM_021096.3","NM_021096.3","CACNA1I",8911,22,38373851,TRUE,"NM_021096","ILMN_2300664"
"2696",2846,"CACNA1S",779,779,"NM_000069.1","NM_000069.1","CACNA1S",779,1,199275558,TRUE,"NM_000069","ILMN_1667980"
"2697",2847,"CACNA2D1",781,781,"NM_000722.2","NM_000722.2","CACNA2D1",781,7,81417676,TRUE,"NM_000722","ILMN_1768533"
"2698",2848,"CACNA2D2",9254,9254,"NM_006030.2","NM_006030.2","CACNA2D2",9254,3,50375461,TRUE,"NM_006030","ILMN_1711049"
"2699",2849,"CACNA2D3",55799,55799,"NM_018398.2","NM_018398.2","CACNA2D3",55799,3,55083535,TRUE,"NM_018398","ILMN_1754076"
"2700",2850,"CACNA2D4",93589,93589,"NM_172364.4","NM_172364.4","CACNA2D4",93589,12,1771659,TRUE,"NM_172364","ILMN_1696317"
"2701",2851,"CACNB1",782,782,"NM_000723.3","NM_000723.3","CACNB1",782,17,34583541,TRUE,"NM_000723","ILMN_1763604"
"2702",2852,"CACNB2",783,783,"NM_201572.1","NM_201572.1","CACNB2",783,10,18868872,TRUE,"NM_201572","ILMN_2406106"
"2703",2853,"CACNB3",784,784,"NM_000725.2","NM_000725.2","CACNB3",784,12,47508894,TRUE,"NM_000725","ILMN_2195482"
"2704",2854,"CACNB4",785,785,"NM_000726.2","NM_000726.2","CACNB4",785,2,152663737,TRUE,"NM_000726","ILMN_1673503"
"2705",2855,"CACNG1",786,786,"NM_000727.2","NM_000727.2","CACNG1",786,17,62483274,TRUE,"NM_000727","ILMN_1724306"
"2706",2856,"CACNG2",10369,10369,"NM_006078.2","NM_006078.2","CACNG2",10369,22,35290437,TRUE,"NM_006078","ILMN_1769492"
"2707",2857,"CACNG3",10368,10368,"NM_006539.2","NM_006539.2","CACNG3",10368,16,24281050,TRUE,"NM_006539","ILMN_1768758"
"2708",2858,"CACNG4",27092,27092,"NM_014405.2","NM_014405.2","CACNG4",27092,17,62459667,TRUE,"NM_014405","ILMN_1702149"
"2709",2859,"CACNG5",27091,27091,"NM_014404.1","NM_014404.1","CACNG5",27091,17,62311317,TRUE,"NM_014404","ILMN_1748102"
"2710",2860,"CACNG6",59285,59285,"NM_145814.1","NM_145814.1","CACNG6",59285,19,59194810,TRUE,"NM_145814","ILMN_2356441"
"2711",2861,"CACNG7",59284,59284,"NM_031896.3","NM_031896.3","CACNG7",59284,19,59138011,TRUE,"NM_031896","ILMN_1669816"
"2712",2862,"CACNG8",59283,59283,"NM_031895.4","NM_031895.4","CACNG8",59283,19,59177889,TRUE,"NM_031895","ILMN_2106874"
"2713",2863,"CACYBP",27101,27101,"NM_001007214.1","NM_001007214.1","CACYBP",27101,1,173235348,TRUE,"NM_001007214","ILMN_1726574"
"2714",2864,"CADM1",23705,23705,"NM_014333.3","NM_014333.3","CADM1",23705,11,114550323,TRUE,"NM_014333","ILMN_1680132"
"2715",2865,"CADM2",253559,253559,"NM_153184.2","NM_153184.2","CADM2",253559,3,86200299,TRUE,"NM_153184","ILMN_1664679"
"2716",2866,"CADM3",57863,57863,"NM_021189.2","NM_021189.2","CADM3",57863,1,157438139,TRUE,"NM_021189","ILMN_1701827"
"2717",2867,"CADM4",199731,199731,"NM_145296.1","NM_145296.1","CADM4",199731,19,48818511,TRUE,"NM_145296","ILMN_1812096"
"2718",2868,"CADPS2",93664,93664,"NM_017954.9","NM_017954.9","CADPS2",93664,7,121746759,TRUE,"NM_017954","ILMN_1684461"
"2719",2869,"CADPS",8618,8618,"NM_183394.1","NM_183394.1","CADPS",8618,3,62474389,TRUE,"NM_183394","ILMN_1665547"
"2720",2870,"CAD",790,790,"NM_004341.3","NM_004341.3","CAD",790,2,27319658,TRUE,"NM_004341","ILMN_1810992"
