hgnc_symbol	ensembl_gene_id	entrezgene	chromosome_name	start_position	end_position
859		ENSG00000242795	NA	3	169331298	169341739
860	MECOM	ENSG00000085276	2122	3	168801287	169381406
861		ENSG00000242795	NA	3	169331298	169341739
862	MECOM	ENSG00000085276	2122	3	168801287	169381406
863	NA	ENSG00000239219	100128164	3	169657141	169684522
864	GPR160	ENSG00000173890	26996	3	169755717	169803191
865	PRKCI	ENSG00000163558	5584	3	169940153	170023769
866	CLDN11	ENSG00000013297	5010	3	170136653	170578169
867	SLC7A14	ENSG00000013293	57709	3	170177372	170303863
868	CLDN11	ENSG00000013297	5010	3	170136653	170578169
869	TNIK	ENSG00000154310	23043	3	170779128	171178197
870	FNDC3B	ENSG00000075420	101928615	3	171757418	172119455
871	FNDC3B	ENSG00000075420	64778	3	171757418	172119455
872	FNDC3B	ENSG00000075420	101928615	3	171757418	172119455
873	FNDC3B	ENSG00000075420	64778	3	171757418	172119455
874	FNDC3B	ENSG00000075420	101928615	3	171757418	172119455
875	FNDC3B	ENSG00000075420	64778	3	171757418	172119455
876	FNDC3B	ENSG00000075420	101928615	3	171757418	172119455
877	FNDC3B	ENSG00000075420	64778	3	171757418	172119455
878		ENSG00000203443	NA	3	172034218	172039513
879	NCEH1	ENSG00000144959	57552	3	172348039	172429008
880	NAALADL2	ENSG00000177694	254827	3	174156363	175523428
881	NAALADL2	ENSG00000177694	254827	3	174156363	175523428
882	NAALADL2	ENSG00000177694	254827	3	174156363	175523428
883	NA	ENSG00000231574	NA	3	177534653	177617012
884	NA	ENSG00000231574	NA	3	177534653	177617012
885	NA	ENSG00000260377	NA	3	182457457	182458636
886	MCF2L2	ENSG00000053524	23101	3	182895831	183146566
887	B3GNT5	ENSG00000176597	101928934	3	182971032	183016292
888	B3GNT5	ENSG00000176597	84002	3	182971032	183016292
889	MCF2L2	ENSG00000053524	23101	3	182895831	183146566
890	B3GNT5	ENSG00000176597	101928934	3	182971032	183016292
891	B3GNT5	ENSG00000176597	84002	3	182971032	183016292
892	PARL	ENSG00000175193	55486	3	183547173	183602721
893	EIF2B5	ENSG00000145191	8893	3	183852826	184402546
894	EHHADH	ENSG00000113790	1962	3	184908412	184999778
895	NA	ENSG00000230951	NA	3	186490378	186491265
896	LPP	ENSG00000145012	4026	3	187871072	188608460
897	LPP	ENSG00000145012	4026	3	187871072	188608460
898	LPP	ENSG00000145012	4026	3	187871072	188608460
899	TPRG1	ENSG00000188001	285386	3	188665003	189043093
900	TPRG1	ENSG00000188001	285386	3	188665003	189043093
901	TPRG1	ENSG00000188001	285386	3	188665003	189043093
902	TPRG1	ENSG00000188001	285386	3	188665003	189043093
903	TP63	ENSG00000073282	8626	3	189349205	189615068
904	TP63	ENSG00000073282	8626	3	189349205	189615068
905	TP63	ENSG00000073282	8626	3	189349205	189615068
906	IL1RAP	ENSG00000196083	3556	3	190231840	190375843
907	FGF12	ENSG00000114279	2257	3	191857184	192485553
908	FGF12	ENSG00000114279	2257	3	191857184	192485553
909	MB21D2	ENSG00000180611	151963	3	192514604	192635950
910	MB21D2	ENSG00000180611	151963	3	192514604	192635950
911	MB21D2	ENSG00000180611	151963	3	192514604	192635950
912	NA	ENSG00000214146	647323	3	193675161	193721448
913	NA	ENSG00000238043	NA	3	193698403	193723887
914	NA	ENSG00000225742	100505920	3	193920805	193967942
915	LINC00884	ENSG00000233058	401106	3	194208183	194239008
916	ATP13A3	ENSG00000133657	79572	3	194123401	194219093
917	LINC00884	ENSG00000233058	401106	3	194208183	194239008
918		ENSG00000244675	100507033	3	194217046	194222232
919	ATP13A3	ENSG00000133657	79572	3	194123401	194219093
920	XXYLT1	ENSG00000173950	152002	3	194789008	194991896
921	XXYLT1	ENSG00000173950	152002	3	194789008	194991896
922	MUC4	ENSG00000145113	4585	3	195473636	195539148
923	TNK2	ENSG00000061938	10188	3	195590235	195638816
924	LINC00885	ENSG00000224652	401109	3	195869507	195887761
925	PCYT1A	ENSG00000161217	5130	3	195941093	196014828
926		ENSG00000272741	NA	3	195975101	196045093
927	NA	ENSG00000214135	220729	3	197305084	197354777
928	PDE6B	ENSG00000133256	5158	4	619373	664571
929	IDUA	ENSG00000127415	3425	4	980785	998316
930	CTBP1	ENSG00000159692	1487	4	1205236	1243741
931	LETM1	ENSG00000168924	3954	4	1813206	1857974
932	LETM1	ENSG00000168924	3954	4	1813206	1857974
933	NA	ENSG00000206113	NA	4	2420701	2452087
934	SH3BP2	ENSG00000087266	6452	4	2794750	2842825
935	NOP14-AS1	ENSG00000249673	317648	4	2936626	2963465
936	HTT	ENSG00000197386	3064	4	3076408	3245676
937	DOK7	ENSG00000175920	285489	4	3465033	3503200
938	C4orf50	ENSG00000181215	389197	4	5958845	5991545
939	WFS1	ENSG00000109501	7466	4	6271576	6304992
940	PPP2R2C	ENSG00000074211	5522	4	6322305	6565327
941	NA	ENSG00000246526	339988	4	6689175	6692246
942	S100P	ENSG00000163993	6286	4	6694796	6698897
943	TBC1D14	ENSG00000132405	57533	4	6910969	7034845
944	SORCS2	ENSG00000184985	57537	4	7194265	7744554
945	ABLIM2	ENSG00000163995	84448	4	7967039	8160559
946	ABLIM2	ENSG00000163995	84448	4	7967039	8160559
947	SH3TC1	ENSG00000125089	54436	4	8183799	8243530
948	SH3TC1	ENSG00000125089	54436	4	8183799	8243530
949	SH3TC1	ENSG00000125089	54436	4	8183799	8243530
950	ACOX3	ENSG00000087008	8310	4	8368009	8442450
951	NA	ENSG00000249252	NA	4	15006566	15429538
952	FAM184B	ENSG00000047662	27146	4	17630929	17783135
953	KCNIP4	ENSG00000185774	80333	4	20730239	21950422
954	PCDH7	ENSG00000169851	5099	4	30722037	31148422
955		ENSG00000249678	NA	4	30777879	30795592
956	NA	ENSG00000249534	101928776	4	38422283	38524801
957	NA	ENSG00000231160	79667	4	38614322	38666504
958	RHOH	ENSG00000168421	399	4	40192673	40248587
959	RBM47	ENSG00000163694	54502	4	40425272	40632892
960	APBB2	ENSG00000163697	323	4	40812044	41218731
961	APBB2	ENSG00000163697	323	4	40812044	41218731
962	APBB2	ENSG00000163697	323	4	40812044	41218731
963	APBB2	ENSG00000163697	323	4	40812044	41218731
964	UBA6-AS1	ENSG00000248049	550112	4	68566998	68946670
965	UBA6-AS1	ENSG00000248049	550112	4	68566998	68946670
966	TMPRSS11A	ENSG00000187054	339967	4	68775103	68829858
967	EREG	ENSG00000124882	2069	4	75230860	75254468
968	PARM1	ENSG00000169116	25849	4	75858305	75975325
969	SHROOM3	ENSG00000138771	100996628	4	77356253	77704406
970	SHROOM3	ENSG00000138771	57619	4	77356253	77704406
971	SHROOM3	ENSG00000138771	100996628	4	77356253	77704406
972	SHROOM3	ENSG00000138771	57619	4	77356253	77704406
973	SHROOM3	ENSG00000138771	100996628	4	77356253	77704406
974	SHROOM3	ENSG00000138771	57619	4	77356253	77704406
975	FRAS1	ENSG00000138759	80144	4	78978724	79465423
976	FRAS1	ENSG00000138759	80144	4	78978724	79465423
977	SEC31A	ENSG00000138674	22872	4	83739814	83822319
978	ARHGAP24	ENSG00000138639	83478	4	86396267	86923823
979	AFF1	ENSG00000172493	4299	4	87856154	88062206
980	NA	ENSG00000246375	101929118	4	89206094	89252573
981	GPRIN3	ENSG00000185477	285513	4	90157537	90229161
982	GRID2	ENSG00000152208	2895	4	93225550	94695707
983	PDLIM5	ENSG00000163110	10611	4	95373037	95589377
984	TSPAN5	ENSG00000168785	10098	4	99391518	99579780
985	BANK1	ENSG00000153064	55024	4	102332443	102995969
986	NA	ENSG00000248242	NA	4	105575031	105887950
987	NA	ENSG00000248373	NA	4	105828514	106041157
988	NA	ENSG00000248373	NA	4	105828514	106041157
989	ARHGEF38	ENSG00000236699	54848	4	106473777	106629250
990	TBCK	ENSG00000145348	93627	4	106962756	107242652
991	DKK2	ENSG00000155011	27123	4	107842959	108204963
992	NA	ENSG00000249815	NA	4	112748037	112993854
993	TIFA	ENSG00000145365	92610	4	113195698	113207059
994	ANK2	ENSG00000145362	287	4	113739265	114304896
995	NA	ENSG00000251432	101927184	4	129213906	129440549
996	NA	ENSG00000251432	101927184	4	129213906	129440549
997	NA	ENSG00000250195	NA	4	139741108	139933800
998	NA	ENSG00000250195	NA	4	139741108	139933800
999	SCOC	ENSG00000153130	60592	4	141178440	141306880
1000	TBC1D9	ENSG00000109436	23158	4	141541919	141677274
1001	TBC1D9	ENSG00000109436	23158	4	141541919	141677274
1002	TBC1D9	ENSG00000109436	23158	4	141541919	141677274
1003	TBC1D9	ENSG00000109436	23158	4	141541919	141677274
1004	NA	ENSG00000250326	NA	4	143854348	144106014
1005	C4orf51	ENSG00000237136	646603	4	146601356	146692184
1006	ARHGAP10	ENSG00000071205	79658	4	148653214	148993931
1007	ARHGAP10	ENSG00000071205	79658	4	148653214	148993931
1008	FAM160A1	ENSG00000164142	729830	4	152330368	152584784
1009	GRIA2	ENSG00000120251	2891	4	158125334	158287227
1010	FNIP2	ENSG00000052795	57600	4	159690290	159829201
1011	DDX60L	ENSG00000181381	91351	4	169277886	169458937
1012	PALLD	ENSG00000129116	23022	4	169418217	169849608
1013	PALLD	ENSG00000129116	23022	4	169418217	169849608
1014	PALLD	ENSG00000129116	23022	4	169418217	169849608
1015	PALLD	ENSG00000129116	23022	4	169418217	169849608
1016	GALNTL6	ENSG00000174473	442117	4	172733405	173962710
1017	GALNTL6	ENSG00000174473	442117	4	172733405	173962710
1018	GALNT7	ENSG00000109586	51809	4	174089904	174245118
1019	PDLIM3	ENSG00000154553	27295	4	186422851	186456766
1020	SORBS2	ENSG00000154556	8470	4	186506598	186877806
1021	PDCD6	ENSG00000249915	10016	5	271736	353971
1022	PDCD6	ENSG00000249915	10016	5	271736	353971
1023	AHRR	ENSG00000063438	57491	5	304291	438406
1024	AHRR	ENSG00000063438	57491	5	304291	438406
1025	SLC9A3	ENSG00000066230	6550	5	473425	524447
1026	LPCAT1	ENSG00000153395	79888	5	1456595	1524092
1027	CMBL	ENSG00000164237	134147	5	10275987	10308138
1028	ROPN1L	ENSG00000145491	83853	5	10441636	10472141
1029	CTNND2	ENSG00000169862	1501	5	10971952	11904155
1030	DNAH5	ENSG00000039139	1767	5	13690440	13944652
1031	TRIO	ENSG00000038382	7204	5	14143811	14532235
1032	TRIO	ENSG00000038382	7204	5	14143811	14532235
1033	TRIO	ENSG00000038382	7204	5	14143811	14532235
1034	ANKH	ENSG00000154122	56172	5	14704910	14871887
1035	FAM134B	ENSG00000154153	54463	5	16473147	16617167
1036	FAM134B	ENSG00000154153	54463	5	16473147	16617167
1037	BASP1	ENSG00000176788	10409	5	17065707	17276943
1038		ENSG00000215196	285696	5	17130137	17217156
1039	BASP1	ENSG00000176788	10409	5	17065707	17276943
1040		ENSG00000215196	285696	5	17130137	17217156
1041	NA	ENSG00000185296	NA	5	17306490	17307069
1042	CDH18	ENSG00000145526	1016	5	19473060	20575982
1043	GOLPH3	ENSG00000113384	64083	5	32124810	32174456
1044	NPR3	ENSG00000113389	4883	5	32689176	32791819
1045	ADAMTS12	ENSG00000151388	81792	5	33523640	33892297
1046	ADAMTS12	ENSG00000151388	81792	5	33523640	33892297
1047	ADAMTS12	ENSG00000151388	81792	5	33523640	33892297
1048	PRLR	ENSG00000113494	5618	5	35048861	35230794
1049	PRLR	ENSG00000113494	5618	5	35048861	35230794
1050	PRLR	ENSG00000113494	5618	5	35048861	35230794
1051	PRLR	ENSG00000113494	5618	5	35048861	35230794
1052		ENSG00000250155	NA	5	36666316	36725297
1053	SLC1A3	ENSG00000079215	6507	5	36606457	36688436
1054	NA	ENSG00000249740	NA	5	38736157	38845931
1055	PLCXD3	ENSG00000182836	345557	5	41307056	41510730
1056	NNT	ENSG00000112992	23530	5	43602794	43707507
1057	ITGA1	ENSG00000213949	3672	5	52083730	52255040
1058		ENSG00000272123	NA	5	52384846	52385298
1059	ITGA2	ENSG00000164171	3673	5	52285156	52390609
1060	NA	ENSG00000248727	NA	5	55753622	55777773
1061	NA	ENSG00000248727	NA	5	55753622	55777773
1062	NA	ENSG00000248727	NA	5	55753622	55777773
1063	NA	ENSG00000233943	NA	5	56271420	56272051
1064	NA	ENSG00000250961	NA	5	56690887	56829251
1065	NA	ENSG00000250961	NA	5	56690887	56829251
1066	PDE4D	ENSG00000113448	5144	5	58264865	59817947
1067	NA	ENSG00000251279	101928630	5	60457897	60527867
1068	NA	ENSG00000251279	101928630	5	60457897	60527867
1069	NA	ENSG00000249279	NA	5	60497136	60560756
1070	KIF2A	ENSG00000068796	3796	5	61601989	61833076
1071	MAST4	ENSG00000069020	375449	5	65892176	66465423
1072	MAST4	ENSG00000069020	375449	5	65892176	66465423
1073	MAST4	ENSG00000069020	375449	5	65892176	66465423
1074	MAST4	ENSG00000069020	375449	5	65892176	66465423
1075	NA	ENSG00000250421	NA	5	66995257	67198428
1076	NA	ENSG00000249894	NA	5	67096568	67185924
1077	GUSBP3	ENSG00000253203	100049076	5	68790040	69006341
1078	GUSBP3	ENSG00000253203	653188	5	68790040	69006341
1079	OCLN	ENSG00000197822	100506658	5	68788119	68853931
1080	MCCC2	ENSG00000131844	64087	5	70883115	70954531
1081	MCCC2	ENSG00000131844	64087	5	70883115	70954531
1082	ARHGEF28	ENSG00000214944	64283	5	72921983	73237818
1083		ENSG00000250348	NA	5	75581367	75607287
1084	SV2C	ENSG00000122012	22987	5	75378997	75649764
1085	PDE8B	ENSG00000113231	8622	5	76506274	76725632
1086	PDE8B	ENSG00000113231	8622	5	76506274	76725632
1087	WDR41	ENSG00000164253	55255	5	76721795	76916436
1088	TBCA	ENSG00000171530	6902	5	76986991	77164604
1089	TBCA	ENSG00000171530	6902	5	76986991	77164604
1090	LHFPL2	ENSG00000145685	10184	5	77781038	78065844
1091	ARSB	ENSG00000113273	411	5	78073032	78281910
1092	DMGDH	ENSG00000132837	29958	5	78293438	78531861
1093		ENSG00000249825	101929215	5	79348197	79379477
1094	THBS4	ENSG00000113296	7060	5	79287134	79379110
1095	ACOT12	ENSG00000172497	134526	5	80625824	80689998
1096	MEF2C-AS1	ENSG00000248309	101929423	5	88179145	88762215
1097	NA	ENSG00000248555	101929495	5	89454156	89585888
1098	GPR98	ENSG00000164199	84059	5	89825161	90460038
1099	LUCAT1	ENSG00000248323	100505994	5	90598846	90610219
1100		ENSG00000271762	NA	5	90608874	90610219
1101	NA	ENSG00000249776	NA	5	91745963	91996570
1102	NA	ENSG00000251361	NA	5	92355369	92404375
1103	FAM172A	ENSG00000113391	83989	5	92953775	93447404
1104	SPATA9	ENSG00000145757	83890	5	94987885	95034415
1105	RHOBTB3	ENSG00000164292	22836	5	95049226	95160087
1106	GLRX	ENSG00000173221	2745	5	95087023	95158709
1107	NA	ENSG00000251409	NA	5	95171647	95188425
1108	NA	ENSG00000250362	NA	5	95197490	95210223
1109	CAST	ENSG00000153113	831	5	95860971	96115299
1110	ERAP1	ENSG00000164307	51752	5	96096521	96143803
1111	PAM	ENSG00000145730	5066	5	102089685	102366809
1112	PAM	ENSG00000145730	5066	5	102089685	102366809
1113	NA	ENSG00000250567	NA	5	102744642	102748212
1114	NA	ENSG00000226926	NA	5	102766107	102862319
1115	NA	ENSG00000251574	NA	5	103718999	104728671
1116	EFNA5	ENSG00000184349	1946	5	106712590	107006596
1117	EFNA5	ENSG00000184349	1946	5	106712590	107006596
1118	NREP	ENSG00000134986	9315	5	110998318	111333161
1119	STARD4-AS1	ENSG00000246859	100505678	5	110847924	111075423
1120	LINC00992	ENSG00000248663	NA	5	116751205	116881993
1121	NA	ENSG00000249797	NA	5	117260703	117601730
1122	NA	ENSG00000249426	NA	5	118096169	118121154
1123	HSD17B4	ENSG00000133835	3295	5	118788138	118972894
1124	SNX24	ENSG00000064652	28966	5	122179134	122365049
1125	SNX24	ENSG00000064652	28966	5	122179134	122365049
1126	PRDM6	ENSG00000061455	93166	5	122424816	122529960
1127	ZNF608	ENSG00000168916	57507	5	123972608	124084500
1128	NA	ENSG00000248752	NA	5	125412493	125615493
1129	NA	ENSG00000230561	728586	5	127039082	127277326
1130	NA	ENSG00000230561	728586	5	127039082	127277326
1131	NA	ENSG00000245937	101930640	5	127276118	127418864
1132	NA	ENSG00000245937	101929964	5	127276118	127418864
1133	NA	ENSG00000245937	644873	5	127276118	127418864
1134	P4HA2	ENSG00000072682	101927705	5	131527531	131631008
1135	P4HA2	ENSG00000072682	8974	5	131527531	131631008
1136	SLC22A5	ENSG00000197375	6584	5	131705444	131731306
1137	SLC22A5	ENSG00000197375	6584	5	131705444	131731306
1138	SLC22A5	ENSG00000197375	6584	5	131705444	131731306
1139	C5orf56	ENSG00000197536	NA	5	131746328	131811736
1140		ENSG00000249478	NA	5	132579456	132584473
1141	FSTL4	ENSG00000053108	23105	5	132532147	132948255
1142	FSTL4	ENSG00000053108	23105	5	132532147	132948255
1143		ENSG00000250244	NA	5	132592184	132611669
1144	FSTL4	ENSG00000053108	23105	5	132532147	132948255
1145	FSTL4	ENSG00000053108	23105	5	132532147	132948255
1146	FSTL4	ENSG00000053108	23105	5	132532147	132948255
1147	FSTL4	ENSG00000053108	23105	5	132532147	132948255
1148	FSTL4	ENSG00000053108	23105	5	132532147	132948255
1149	NA	ENSG00000250994	NA	5	133772402	133828210
1150	JADE2	ENSG00000043143	23338	5	133860003	133918918
1151	C5orf66	ENSG00000224186	100996485	5	134368970	134691744
1152	C5orf66	ENSG00000224186	100996485	5	134368970	134691744
1153	TGFBI	ENSG00000120708	7045	5	135364584	135399507
1154	SPOCK1	ENSG00000152377	6695	5	136310987	136934068
1155	SPOCK1	ENSG00000152377	6695	5	136310987	136934068
1156	NA	ENSG00000250159	NA	5	137150022	137225025
1157		ENSG00000250159	NA	5	137150022	137225025
1158	PKD2L2	ENSG00000078795	27039	5	137223657	137278436
1159	ETF1	ENSG00000120705	2107	5	137841784	137878989
1160	SIL1	ENSG00000120725	64374	5	138282409	138629246
1161	SIL1	ENSG00000120725	64374	5	138282409	138629246
1162	NA	ENSG00000249689	NA	5	138872123	138872690
1163	NA	ENSG00000272255	NA	5	139024045	139024587
1164	CXXC5	ENSG00000171604	51523	5	139026884	139063467
1165	CXXC5	ENSG00000171604	51523	5	139026884	139063467
1166	NA	ENSG00000249526	NA	5	139064230	139124595
1167	PSD2	ENSG00000146005	84249	5	139175406	139224051
1168	PCDHA1	ENSG00000204970	56147	5	140165876	140391929
1169	PCDHA2	ENSG00000204969	56146	5	140174444	140391929
1170	PCDHA3	ENSG00000255408	56146	5	140180783	140391929
1171	PCDHA3	ENSG00000255408	56145	5	140180783	140391929
1172	PCDHA4	ENSG00000204967	56144	5	140186659	140391929
1173	PCDHA5	ENSG00000204965	56143	5	140201222	140391929
1174	PCDHA6	ENSG00000081842	56142	5	140207563	140391929
1175	PCDHA7	ENSG00000204963	56141	5	140213969	140391929
1176	PCDHA8	ENSG00000204962	56140	5	140220907	140391929
1177	PCDHA9	ENSG00000204961	9752	5	140227048	140391929
1178	PCDHA10	ENSG00000250120	56139	5	140235595	140391929
1179	PCDHA11	ENSG00000249158	56138	5	140248689	140391929
1180	PCDHA12	ENSG00000251664	56137	5	140255058	140391929
1181	PCDHA13	ENSG00000239389	56138	5	140261793	140391929
1182	PCDHA13	ENSG00000239389	56136	5	140261793	140391929
1183	PCDHAC1	ENSG00000248383	56135	5	140306302	140391929
1184	PCDHAC2	ENSG00000243232	56134	5	140345820	140391936
1185	ARHGAP26	ENSG00000145819	23092	5	142149949	142608576
1186	NA	ENSG00000251205	NA	5	142938784	142942113
1187	SH3RF2	ENSG00000156463	153769	5	145316142	145461354
1188	SH3RF2	ENSG00000156463	153769	5	145316142	145461354
1189	SH3RF2	ENSG00000156463	153769	5	145316142	145461354
1190	NA	ENSG00000247199	102546294	5	147647870	147763346
1191	IL17B	ENSG00000127743	27190	5	148750887	148783765
1192	PPARGC1B	ENSG00000155846	133522	5	149109861	149234585
1193	CCDC69	ENSG00000198624	26112	5	150560613	150603706
1194	GM2A	ENSG00000196743	2760	5	150591711	150650001
1195	SLC36A2	ENSG00000186335	153201	5	150694539	150727151
1196	NA	ENSG00000249035	101927096	5	151056506	151104343
1197	GALNT10	ENSG00000164574	55568	5	153570290	153800544
1198	MIR378H	ENSG00000263361	100616306	5	154209018	154209100
1199	FAXDC2	ENSG00000170271	10826	5	154198051	154238812
1200	FAXDC2	ENSG00000170271	10826	5	154198051	154238812
1201	FAXDC2	ENSG00000170271	10826	5	154198051	154238812
1202	RNF145	ENSG00000145860	153830	5	158584417	158637061
1203	ADRA1B	ENSG00000170214	147	5	159343790	159399551
1204	CCNJL	ENSG00000135083	79616	5	159678659	159772403
1205	NA	ENSG00000241956	102546299	5	163723702	164598649
1206	TENM2	ENSG00000145934	57451	5	166711804	167691162
1207	WWC1	ENSG00000113645	23286	5	167718656	167899308
1208	WWC1	ENSG00000113645	23286	5	167718656	167899308
1209	WWC1	ENSG00000113645	23286	5	167718656	167899308
1210	SLIT3	ENSG00000184347	6586	5	168088745	168728133
1211	SLIT3	ENSG00000184347	6586	5	168088745	168728133
1212	MIR4454	ENSG00000253348	100616234	5	170174051	170215654
1213	NEURL1B	ENSG00000214357	54492	5	172068269	172118543
1214	STC2	ENSG00000113739	8614	5	172741716	172756506
1215	NA	ENSG00000253141	NA	5	172890503	172911587
1216	NA	ENSG00000253141	NA	5	172890503	172911587
1217	NA	ENSG00000253768	NA	5	172989481	173000202
1218	NA	ENSG00000253686	101928136	5	173134617	173173214
1219	NA	ENSG00000249306	NA	5	173763298	173959460
1220	NA	ENSG00000249306	NA	5	173763298	173959460
1221	NA	ENSG00000251670	NA	5	174178307	174277728
1222	UNC5A	ENSG00000113763	90249	5	176237478	176307897
1223	ZNF346	ENSG00000113761	23567	5	176449697	176508190
1224	RAB24	ENSG00000169228	53917	5	176728199	176730745
1225	MXD3	ENSG00000213347	83463	5	176728462	176739758
1226	MXD3	ENSG00000213347	83463	5	176728462	176739758
1227	PRELID1	ENSG00000169230	27166	5	176730775	176733960
1228	MXD3	ENSG00000213347	83463	5	176728462	176739758
1229	N4BP3	ENSG00000145911	23138	5	177540444	177553088
1230	N4BP3	ENSG00000145911	23138	5	177540444	177553088
1231	CLK4	ENSG00000113240	57396	5	178029665	178057616
1232	EXOC2	ENSG00000112685	55770	6	485133	693117
1233	FOXC1	ENSG00000054598	2296	6	1610681	1614127
1234	GMDS	ENSG00000112699	2762	6	1624041	2245926
1235	GMDS	ENSG00000112699	2762	6	1624041	2245926
1236	GMDS-AS1	ENSG00000250903	NA	6	2245982	2482256
1237	NA	ENSG00000228793	NA	6	3594481	3624981
1238	FARS2	ENSG00000145982	10667	6	5261277	5771813
1239	NA	ENSG00000226281	NA	6	6692977	6711235
1240	NA	ENSG00000224532	NA	6	6758509	6759524
1241	RREB1	ENSG00000124782	6239	6	7107830	7252213
1242	RIOK1	ENSG00000124784	83732	6	7389729	7418270
1243	DSP	ENSG00000096696	1832	6	7541808	7586950
1244	DSP	ENSG00000096696	1832	6	7541808	7586950
1245	TXNDC5	ENSG00000239264	81567	6	7881483	8026646
1246	BLOC1S5-TXNDC5	ENSG00000259040	NA	6	7881755	8064597
1247	EEF1E1-BLOC1S5	ENSG00000265818	NA	6	8015959	8102763
1248	EEF1E1	ENSG00000124802	9521	6	8073593	8102811
1249	NA	ENSG00000228478	NA	6	10423373	10426409
1250	GCNT2	ENSG00000111846	2651	6	10492456	10629601
1251	SYCP2L	ENSG00000153157	221711	6	10748027	10979553
1252		ENSG00000272162	NA	6	10748027	10930656
1253	ELOVL2-AS1	ENSG00000230314	100506409	6	11043757	11078459
1254	ELOVL2-AS1	ENSG00000230314	100506409	6	11043757	11078459
1255	ELOVL2-AS1	ENSG00000230314	100506409	6	11043757	11078459
1256	ELOVL2-AS1	ENSG00000230314	100506409	6	11043757	11078459
1257		ENSG00000247925	NA	6	11173685	11259332
1258	NEDD9	ENSG00000111859	4739	6	11183531	11382581
1259	NEDD9	ENSG00000111859	4739	6	11183531	11382581
1260	NEDD9	ENSG00000111859	4739	6	11183531	11382581
1261	PHACTR1	ENSG00000112137	221692	6	12717893	13288645
1262	PHACTR1	ENSG00000112137	221692	6	12717893	13288645
1263	GFOD1	ENSG00000145990	54438	6	13358062	13487894
1264	GFOD1	ENSG00000145990	54438	6	13358062	13487894
1265	NA	ENSG00000230631	NA	6	14230006	14231801
1266	NA	ENSG00000234261	NA	6	14977019	15090234
1267	NA	ENSG00000234261	NA	6	14977019	15090234
1268	NA	ENSG00000234261	NA	6	14977019	15090234
1269	JARID2	ENSG00000008083	3720	6	15246527	15522252
1270	MYLIP	ENSG00000007944	29116	6	16129356	16148479
1271	ATXN1	ENSG00000124788	6310	6	16299343	16761722
1272	ATXN1	ENSG00000124788	6310	6	16299343	16761722
1273	NA	ENSG00000272341	NA	6	16764577	16767114
1274	RNF144B	ENSG00000137393	255488	6	18368779	18469105
1275	NA	ENSG00000226786	NA	6	19535175	19839311
1276	MBOAT1	ENSG00000172197	154141	6	20100935	20212670
1277	MBOAT1	ENSG00000172197	154141	6	20100935	20212670
1278	CDKAL1	ENSG00000145996	54901	6	20534688	21232635
1279	CDKAL1	ENSG00000145996	54901	6	20534688	21232635
1280	CDKAL1	ENSG00000145996	54901	6	20534688	21232635
1281	CASC15	ENSG00000272168	401237	6	21665003	22214734
1282	CASC15	ENSG00000272168	401237	6	21665003	22214734
1283	CASC14	ENSG00000260455	729177	6	22135186	22147422
1284	NA	ENSG00000233358	NA	6	22744624	23032009
1285	DCDC2	ENSG00000146038	51473	6	24171984	24358280
1286	HIST1H4B	ENSG00000124529	554313	6	26027124	26027480
1287	HIST1H4B	ENSG00000124529	121504	6	26027124	26027480
1288	HIST1H4B	ENSG00000124529	8370	6	26027124	26027480
1289	HIST1H4B	ENSG00000124529	8368	6	26027124	26027480
1290	HIST1H4B	ENSG00000124529	8366	6	26027124	26027480
1291	HIST1H4B	ENSG00000124529	8367	6	26027124	26027480
1292	HIST1H4B	ENSG00000124529	8365	6	26027124	26027480
1293	HIST1H4B	ENSG00000124529	8364	6	26027124	26027480
1294	HIST1H4B	ENSG00000124529	8362	6	26027124	26027480
1295	HIST1H4B	ENSG00000124529	8363	6	26027124	26027480
1296	HIST1H4B	ENSG00000124529	8361	6	26027124	26027480
1297	HIST1H4B	ENSG00000124529	8360	6	26027124	26027480
1298	HIST1H4B	ENSG00000124529	8359	6	26027124	26027480
1299	HIST1H4B	ENSG00000124529	8294	6	26027124	26027480
1300	MIR3143	ENSG00000265565	100422934	6	27115405	27115467
1301	HIST1H2AH	ENSG00000184825	85235	6	27114861	27115317
1302	HIST1H4J	ENSG00000197238	554313	6	27791884	27792257
1303	HIST1H4J	ENSG00000197238	121504	6	27791884	27792257
1304	HIST1H4J	ENSG00000197238	8370	6	27791884	27792257
1305	HIST1H4J	ENSG00000197238	8368	6	27791884	27792257
1306	HIST1H4J	ENSG00000197238	8366	6	27791884	27792257
1307	HIST1H4J	ENSG00000197238	8367	6	27791884	27792257
1308	HIST1H4J	ENSG00000197238	8365	6	27791884	27792257
1309	HIST1H4J	ENSG00000197238	8364	6	27791884	27792257
1310	HIST1H4J	ENSG00000197238	8362	6	27791884	27792257
1311	HIST1H4J	ENSG00000197238	8363	6	27791884	27792257
1312	HIST1H4J	ENSG00000197238	8361	6	27791884	27792257
1313	HIST1H4J	ENSG00000197238	8360	6	27791884	27792257
1314	HIST1H4J	ENSG00000197238	8359	6	27791884	27792257
1315	HIST1H4J	ENSG00000197238	8294	6	27791884	27792257
1316	HIST1H4K	ENSG00000197914	554313	6	27798952	27799305
1317	HIST1H4K	ENSG00000197914	121504	6	27798952	27799305
1318	HIST1H4K	ENSG00000197914	8370	6	27798952	27799305
1319	HIST1H4K	ENSG00000197914	8368	6	27798952	27799305
