Entrez ID	Symbol 
373	TRIM23
3730	ANOS1
3743	KCNA7
3748	KCNC3
374882	TMEM205
374897	SBSN
374969	SVBP
3752	KCND3
3756	KCNH1
375759	C9orf50
375775	PNPLA7
376267	RAB15
3763	KCNJ6
3767	KCNJ11
3778	KCNMA1
377841	ENTPD8
378	ARF4
3786	KCNQ3
378805	LINC-PINT
379025	PSMA3-AS1
3836	KPNA1
3839	KPNA3
3845	KRAS
3856	KRT8
3860	KRT13
386593	CHKB-CPT1B
3866	KRT15
386724	AMIGO3
387	RHOA
387065	HMGA1P7
387254	SLC7A5P2
387521	TMEM189
387522	TMEM189-UBE2V1
387601	SLC22A25
387638	C10orf113
387640	SKIDA1
387700	SLC16A12
387718	TEX36
387723	C10orf143
387787	LIPT2
3880	KRT19
388011	LINC01550
3881	KRT31
388115	CCDC9B
388341	LRRC75A
388630	TRABD2B
388633	LDLRAD1
388650	FAM69A
388695	LYSMD1
388701	C1orf189
388743	CAPN8
388962	BOLA3
388963	C2orf81
389	RHOC
389072	PLEKHM3
389161	ANKUB1
389247	LOC389247
389289	ANXA2R
389333	PROB1
389643	NUGGC
389649	C8orf86
389676	C8orf87
389677	RBM12B
389792	IER5L
389816	LRRC26
3899	AFF3
390010	NKX1-2
390792	KRT39
391	RHOG
3910	LAMA4
391123	VSIG8
3914	LAMB3
392862	GRID2IP
3931	LCAT
3936	LCP1
395	ARHGAP6
3954	LETM1
3957	LGALS2
397	ARHGDIB
3977	LIFR
3978	LIG1
3981	LIG4
3992	FADS1
399665	FAM102A
399671	HEATR4
399818	EEF1AKMT2
399923	FLJ42102
399948	COLCA1
399972	GSEC
40	ASIC2
400027	LINC00938
400451	FAM174B
400619	LINC00511
4007	PRICKLE3
400927	LOC400927
400935	IL17REL
400952	LINC01121
400958	LINC02245
400960	PCBP1-AS1
400961	PAIP2B
400999	FLJ42351
401152	C4orf3
401253	LINC00336
401320	LOC401320
401431	ATP6V0E2-AS1
401474	SAMD12
401934	RNF223
401980	NA
403	ARL3
4034	LRCH4
4036	LRP2
4040	LRP6
404093	CUEDC1
404217	CTXN1
4045	LSAMP
404550	C16orf74
4047	LSS
404744	NPSR1-AS1
4048	LTA4H
4054	LTBP3
4064	CD180
4066	LYL1
406893	MIR101-1
406895	MIR103A1
406900	MIR106B
406940	MIR148A
406943	MIR152
406958	MIR182
406959	MIR183
406966	MIR191
406976	MIR199A1
406992	MIR210
407014	MIR25
407026	MIR29C
407027	MIR301A
407029	MIR30A
407032	MIR30C2
407043	MIR7-1
407050	MIR93
407053	MIR96
4074	M6PR
408	ARRB1
4087	SMAD2
4092	SMAD7
4121	MAN1A1
4123	MAN2C1
4134	MAP4
414351	LINC00229
4146	MATN1
4149	MAX
414919	C8orf82
4151	MB
4155	MBP
4170	MCL1
4176	MCM7
420	ART4
4209	MEF2D
421	ARVCF
4210	MEFV
4221	MEN1
4241	MELTF
4242	MFNG
4245	MGAT1
4254	KITLG
4256	MGP
4285	MIPEP
4295	MLN
4296	MAP3K11
4298	MLLT1
4329	ALDH6A1
4335	MNT
4337	MOCS1
4356	MPP3
440026	TMEM41B
440081	DDX12P
440087	SMCO3
440145	MZT1
440193	CCDC88C
440354	SMG1P2
440456	PLEKHM1P1
440465	BAIAP2-AS1
440600	RBM15-AS1
440603	BCL2L15
440836	ODF3B
440944	THUMPD3-AS1
440952	EIF1B-AS1
440970	LINC00971
441009	CPEB2-AS1
441027	TMEM150C
441381	LRRC24
441549	CDNF
441869	ANKRD65
442898	MIR324
442900	MIR326
444	ASPH
4486	MST1R
4524	MTHFR
4585	MUC4
4627	MYH9
4628	MYH10
463	ZFHX3
4638	MYLK
4641	MYO1C
4642	MYO1D
4644	MYO5A
4645	MYO5B
4649	MYO9A
4651	MYO10
4656	MYOG
4659	PPP1R12A
4666	NACA
4668	NAGA
4676	NAP1L4
4683	NBN
4691	NCL
4695	NDUFA2
4697	NDUFA4
4706	NDUFAB1
4718	NDUFC2
4719	NDUFS1
473	RERE
4738	NEDD8
4739	NEDD9
475	ATOX1
4750	NEK1
4761	NEUROD2
4773	NFATC2
4780	NFE2L2
4792	NFKBIA
4796	TONSL
4815	NINJ2
4832	NME3
4850	CNOT4
4853	NOTCH2
489	ATP2A3
4891	SLC11A2
4892	NRAP
4898	NRDC
4901	NRL
4913	NTHL1
492303	GEMIN8P4
4926	NUMA1
4927	NUP88
4928	NUP98
4929	NR4A2
494324	MIR375
494337	MIR425
4953	ODC1
4999	ORC2
5000	ORC4
5003	SLC22A18AS
5007	OSBP
5019	OXCT1
5034	P4HB
503569	RGMB-AS1
5046	PCSK6
50484	RRM2B
50507	NOX4
5051	PAFAH2
5058	PAK1
506	ATP5B
50640	PNPLA8
5071	PRKN
5073	PARN
5074	PAWR
50809	HP1BP3
50810	HDGFL3
50848	F11R
50859	SPOCK3
50861	STMN3
5091	PC
50937	CDON
50940	PDE11A
50943	FOXP3
50964	SOST
5097	PCDH1
51001	MTERF3
51008	ASCC1
51010	EXOSC3
51012	PRELID3B
51013	EXOSC1
51014	TMED7
51021	MRPS16
51024	FIS1
51025	PAM16
51028	VPS36
51031	GLOD4
51057	WDPCP
51059	FAM135B
51066	SSUH2
51067	YARS2
51070	NOSIP
51074	APIP
51078	THAP4
51087	YBX2
51090	PLLP
51091	SEPSECS
51102	MECR
51104	ABHD17B
51107	APH1A
51110	LACTB2
51111	KMT5B
51115	RMDN1
51123	ZNF706
51130	ASB3
51143	DYNC1LI1
51160	VPS28
51164	DCTN4
51171	HSD17B14
51175	TUBE1
51176	LEF1
51185	CRBN
51187	RSL24D1
5119	CHMP1A
51199	NIN
51226	COPZ2
51227	PIGP
51228	GLTP
51231	VRK3
51237	MZB1
51252	FAM178B
51265	CDKL3
51272	BET1L
5128	CDK17
51280	GOLM1
51281	ANKMY1
51282	SCAND1
51286	CEND1
51290	ERGIC2
51295	ECSIT
51320	MEX3C
51341	ZBTB7A
51347	TAOK3
51351	ZNF117
51364	ZMYND10
51366	UBR5
51377	UCHL5
51380	CSAD
514	ATP5E
51412	ACTL6B
51421	AMOTL2
51422	PRKAG2
51428	DDX41
5144	PDE4D
51455	REV1
5147	PDE6D
51473	DCDC2
51474	LIMA1
5150	PDE7A
51503	CWC15
51520	LARS
5155	PDGFB
51555	PEX5L
51559	NT5DC3
51564	HDAC7
51567	TDP2
51571	FAM49B
51575	ESF1
51582	AZIN1
51606	ATP6V1H
51639	SF3B6
51643	TMBIM4
51645	PPIL1
51649	MRPS23
51654	CDK5RAP1
51655	RASD1
51659	GINS2
5166	PDK4
51660	MPC1
51661	FKBP7
51668	HSPB11
51673	TPPP3
51676	ASB2
5168	ENPP2
51699	VPS29
517	ATP5G2
51710	ZNF44
51728	POLR3K
51729	WBP11
51735	RAPGEF6
51742	ARID4B
5175	PECAM1
51752	ERAP1
51763	INPP5K
51773	RSF1
51806	CALML5
5184	PEPD
5187	PER1
5202	PFDN2
5205	ATP8B1
521	ATP5I
5216	PFN1
522	ATP5J
5241	PGR
5245	PHB
5255	PHKA1
5265	SERPINA1
5270	SERPINE2
5297	PI4KA
5298	PI4KB
5305	PIP4K2A
5307	PITX1
5309	PITX3
5310	PKD1
5313	PKLR
5314	PKHD1
5315	PKM
5324	PLAG1
5326	PLAGL2
5330	PLCB2
5333	PLCD1
53339	BTBD1
53349	ZFYVE1
53353	LRP1B
53354	PANK1
53371	NUP54
5339	PLEC
53405	CLIC5
5346	PLIN1
5352	PLOD2
5359	PLSCR1
5362	PLXNA2
5364	PLXNB1
5376	PMP22
5379	PMS2P1
5382	PMS2P4
53836	GPR87
53944	CSNK1G1
53947	A4GALT
5395	PMS2
54014	BRWD1
54058	C21orf58
54064	LINC00160
54106	TLR9
54107	POLE3
5412	UBL3
541471	MIR4435-2HG
54206	ERRFI1
5426	POLE
5428	POLG
5434	POLR2E
54345	SOX18
5438	POLR2I
54407	SLC38A2
54414	SIAE
5444	PON1
54454	ATAD2B
5446	PON3
54461	FBXW5
54463	RETREG1
54475	NLE1
54502	RBM47
54505	DHX29
54509	RHOF
54511	HMGCLL1
5452	POU2F2
54520	CCDC93
54522	ANKRD16
54534	MRPL50
54545	MTMR12
54549	SDK2
54566	EPB41L4B
54583	EGLN1
54584	GNB1L
54621	VSIG10
54623	PAF1
54626	HES2
5464	PPA1
54663	WDR74
54665	RSBN1
54676	GTPBP2
5471	PPAT
54714	CNGB3
54726	OTUD4
54738	FEV
54760	PCSK4
54776	PPP1R12C
54780	NSMCE4A
54788	DNAJB12
54793	KCTD9
54799	MBTD1
54802	TRIT1
54813	KLHL28
54816	ZNF280D
54822	TRPM7
54832	VPS13C
54843	SYTL2
54850	FBXL12
54854	FAM83E
54866	PPP1R14D
54893	MTMR10
54894	RNF43
54897	CASZ1
54904	NSD3
54910	SEMA4C
54913	RPP25
54915	YTHDF1
54922	RASIP1
54925	ZSCAN32
54927	CHCHD3
54929	TMEM161A
5493	PPL
54932	EXD3
54951	COMMD8
54955	C1orf109
54956	PARP16
54958	TMEM160
54963	UCKL1
54973	INTS11
54979	HRASLS2
54980	C2orf42
54981	NMRK1
54982	CLN6
54986	ULK4
54987	C1orf123
5499	PPP1CA
54991	C1orf159
550	AUP1
55004	LAMTOR1
55011	PIH1D1
55012	PPP2R3C
55018	LINC00483
55023	PHIP
55033	FKBP14
55038	CDCA4
55048	VPS37C
55051	NRDE2
55056	GABPB1-IT1
55061	SUSD4
55062	WIPI1
55063	ZCWPW1
55068	ENOX1
5507	PPP1R3C
55075	UACA
55088	CCDC186
5509	PPP1R3D
55101	DMAC2
55111	PLEKHJ1
55122	AKIRIN2
55145	THAP1
55147	RBM23
5515	PPP2CA
55150	C19orf73
55152	DALRD3
55153	SDAD1
55156	ARMC1
55159	RFWD3
55168	MRPS18A
55173	MRPS10
55175	KLHL11
55180	LINS1
55192	DNAJC17
55193	PBRM1
55194	EVA1B
55204	GOLPH3L
55206	SBNO1
55208	DCUN1D2
5522	PPP2R2C
55223	TRIM62
55229	PANK4
55236	UBA6
55249	YY1AP1
55252	ASXL2
55254	TMEM39A
55259	CASC1
55260	TMEM143
55267	PRR34
55272	IMP3
55273	TMEM100
55280	CWF19L1
5529	PPP2R5E
55290	BRF2
552900	BOLA2
5530	PPP3CA
553103	MIR3936HG
5532	PPP3CB
55328	RNLS
5534	PPP3R1
55342	STRBP
55349	CHDH
55359	STYK1
55367	PIDD1
55421	NCBP3
554236	DPY19L2P1
55432	YOD1
5550	PREP
55512	SMPD3
55521	TRIM36
5553	PRG2
55534	MAML3
55552	ZNF823
55553	SOX6
55596	ZCCHC8
55603	FAM46A
55605	KIF21A
55608	ANKRD10
55614	KIF16B
55616	ASAP3
55619	DOCK10
5562	PRKAA1
55620	STAP2
55621	TRMT1
55625	ZDHHC7
55627	SMPD4
55631	LRRC40
55638	SYBU
55643	BTBD2
55644	OSGEP
55647	RAB20
55657	ZNF692
55658	RNF126
5566	PRKACA
55660	PRPF40A
55672	NBPF1
55677	IWS1
55683	KANSL3
55686	MREG
55691	FRMD4A
55692	LUC7L
55697	VAC14
55698	RADIL
55706	NDC1
55720	TSR1
55723	ASF1B
55726	INTS13
55743	CHFR
55744	COA1
5575	PRKAR1B
55754	TMEM30A
55756	INTS9
55760	DHX32
55769	ZNF83
55776	SAYSD1
55781	RIOK2
55783	CMTR2
55791	LRIF1
55793	MINDY1
55805	LRP2BP
55806	HR
55809	TRERF1
55824	PAG1
55825	PECR
55829	SELENOS
55830	GLT8D1
55831	EMC3
55833	UBAP2
55848	PLGRKT
55852	TEX2
55869	HDAC8
55870	ASH1L
55876	GSDMB
55893	ZNF395
55897	MESP1
55930	MYO5C
55954	ZMAT5
55959	SULF2
55970	GNG12
56006	SMG9
5612	THAP12
56155	TEX14
56172	ANKH
5618	PRLR
56204	FAM214A
56261	GPCPD1
56270	WDR45B
56288	PARD3
563	AZGP1
56474	CTPS2
56477	CCL28
5652	PRSS8
5660	PSAP
56605	ERO1B
56606	SLC2A9
56616	DIABLO
5662	PSD
56650	CLDND1
5683	PSMA2
56882	CDC42SE1
56889	TM9SF3
5689	PSMB1
56890	MDM1
56893	UBQLN4
56907	SPIRE1
56910	STARD7
56915	EXOSC5
56922	MCCC1
56927	GPR108
56931	DUS3L
56934	CA10
56937	PMEPA1
56948	SDR39U1
56949	XAB2
56957	OTUD7B
56965	PARP6
56970	ATXN7L3
56980	PRDM10
5699	PSMB10
56998	CTNNBIP1
570	BAAT
57003	CCDC47
57018	CCNL1
5702	PSMC3
57030	SLC17A7
57037	ANKMY2
57038	RARS2
57048	PLSCR3
57094	CPA6
57097	PARP11
57102	C12orf4
57107	PDSS2
57117	INTS12
57120	GOPC
57124	CD248
57128	LYRM4
57136	APMAP
57142	RTN4
57147	SCYL3
57154	SMURF1
57169	ZNFX1
5718	PSMD12
57182	ANKRD50
57186	RALGAPA2
57189	KIAA1147
57194	ATP10A
572	BAD
57210	SLC45A4
57213	SPRYD7
57223	PPP4R3B
57224	NHSL1
57226	LYRM2
5723	PSPH
57231	SNX14
57326	PBXIP1
57332	CBX8
57393	TMEM27
574042	SNORA10
57409	MIF4GD
57453	DSCAML1
57455	REXO1
57458	TMCC3
57459	GATAD2B
57460	PPM1H
57466	SCAF4
5747	PTK2
57473	ZNF512B
57481	KIAA1210
57488	ESYT2
57493	HEG1
57497	LRFN2
57507	ZNF608
57509	MTUS1
57510	XPO5
57513	CASKIN2
57520	HECW2
57524	CASKIN1
5753	PTK6
57531	HACE1
57547	ZNF624
57549	IGSF9
57553	MICAL3
57560	IFT80
57563	KLHL8
57568	SIPA1L2
57570	TRMT5
57580	PREX1
57584	ARHGAP21
57587	CFAP97
57591	MKL1
57594	HOMEZ
57596	BEGAIN
576	ADGRB2
57605	PITPNM2
57610	RANBP10
57623	ZFAT
57630	SH3RF1
57649	PHF12
57658	CALCOCO1
57659	ZBTB4
57679	ALS2
57680	CHD8
57689	LRRC4C
57695	USP37
57701	NCKAP5L
57704	GBA2
5771	PTPN2
57711	ZNF529
57713	SFMBT2
57716	PRX
57719	ANO8
57732	ZFYVE28
57758	SCUBE2
57794	SUGP1
578	BAK1
57804	POLD4
57820	CCNB1IP1
5789	PTPRD
5794	PTPRH
5796	PTPRK
5799	PTPRN2
580	BARD1
5802	PTPRS
5828	PEX2
5829	PXN
5837	PYGM
58492	ZNF77
58495	OVOL2
58508	KMT2C
58513	EPS15L1
58525	WIZ
5861	RAB1A
5864	RAB3A
5865	RAB3B
587	BCAT2
5870	RAB6A
5871	MAP4K2
5873	RAB27A
5885	RAD21
5893	RAD52
5897	RAG2
5900	RALGDS
5905	RANGAP1
59084	ENPP5
5909	RAP1GAP
5916	RARG
59269	HIVEP3
5927	KDM5A
59277	NTN4
5933	RBL1
59351	PBOV1
596	BCL2
5965	RECQL
5970	RELA
598	BCL2L1
5980	REV3L
5989	RFX1
5990	RFX2
6014	RIT2
6023	RMRP
60313	GPBP1L1
60370	AVPI1
60385	TSKS
60386	SLC25A19
604	BCL6
60481	ELOVL5
60492	CCDC90B
60495	HPSE2
60526	LDAH
606495	CYB5RL
60677	CELF6
6082	SNORD20
6095	RORA
6097	RORC
6119	RPA3
6123	RPL3L
6129	RPL7
613038	LOC613038
6132	RPL8
6133	RPL9
6141	RPL18
6161	RPL32
6166	RPL36AL
6167	RPL37
6175	RPLP0
6187	RPS2
619279	ZNF704
619505	SNORA21
619564	SNORD72
6196	RPS6KA2
6210	RPS15A
6217	RPS16
622	BDH1
6237	RRAS
6238	RRBP1
6242	RTKN
6247	RS1
6253	RTN2
6282	S100A11
6284	S100A13
63027	SLC22A23
631	BFSP1
6337	SCNN1A
6385	SDC4
63877	FAM204A
63892	THADA
63893	UBE2O
63894	VIPAS39
63895	PIEZO2
63916	ELMO2
63924	CIDEC
63933	MCUR1
63941	NECAB3
6400	SEL1L
64063	PRSS22
64065	PERP
64083	GOLPH3
64091	POPDC2
64097	EPB41L4A
64105	CENPK
64121	RRAGC
64131	XYLT1
641373	NRON
6414	SELENOP
64146	PDF
642	BLMH
64207	IRF2BPL
64210	MMS19
64225	ATL2
642423	LOC642423
6427	SRSF2
64284	RAB17
642843	CPSF4L
642924	LINC00535
6432	SRSF7
64327	LMBR1
64333	ARHGAP9
643339	LOC643339
643376	BTBD18
64359	NXN
643711	LOC643711
643714	CASC16
64376	IKZF5
643770	LINC02453
643836	ZFP62
643853	TMPPE
643854	CTAGE9
643866	CBLN3
643911	CRNDE
64396	GMCL1P1
64397	ZNF106
644186	SYCE3
644192	NR2F2-AS1
64421	DCLRE1C
64428	NARFL
6443	SGCB
64432	MRPS25
6446	SGK1
644656	LOC644656
644873	LINC01184
64493	LINC00235
644962	TNRC18P1
645212	EIF3J-AS1
645431	FUT8-AS1
645434	LINC01625
6455	SH3GL1
64582	GPR135
646019	CBY3
6461	SHB
646174	C16orf90
646324	LINC00607
6464	SHC1
646457	C19orf67
64651	CSRNP1
64689	GORASP1
64699	TMPRSS3
647024	C6orf132
647033	PA2G4P4
64718	UNKL
647190	RPS16P5
647323	LINC02026
64756	ATPAF1
64759	TNS3
64762	GAREM1
64764	CREB3L2
64768	IPPK
64771	C6orf106
6478	SIAH2
647946	MIR924HG
64800	EFCAB6
6482	ST3GAL1
6483	ST3GAL2
64834	ELOVL1
64852	TUT1
64853	AIDA
64855	FAM129B
6489	ST8SIA1
6490	PMEL
6491	STIL
649159	NA
64926	RASAL3
64927	TTC23
64943	NT5DC2
6495	SIX1
64979	MRPL36
65003	MRPL11
6503	SLA
65055	REEP1
65057	ACD
65059	RAPH1
6506	SLC1A2
65082	VPS33A
65083	NOL6
65094	JMJD4
6510	SLC1A5
65117	RSRC2
6512	SLC1A7
6513	SLC2A1
651430	FLJ38576
65220	NADK
65260	COA7
65263	PYCR3
652968	CASTOR1
653	BMP5
653129	NA
6532	SLC6A4
653319	KIAA0895L
653399	GSTTP2
653479	MRPL45P2
653513	LOC653513
6536	SLC6A9
653784	MZT2A
6543	SLC8A2
654321	SNORA75
6548	SLC9A1
654841	LOC654841
6560	SLC12A4
6561	SLC13A1
6573	SLC19A1
6575	SLC20A2
6578	SLCO2A1
6596	HLTF
65981	CAPRIN2
65988	ZNF747
6599	SMARCC1
65993	MRPS34
66004	LYNX1
6603	SMARCD2
6627	SNRPA1
6633	SNRPD2
664	BNIP3
6654	SOS1
6670	SP3
6690	SPINK1
6695	SPOCK1
6712	SPTBN2
6720	SREBF1
6727	SRP14
6747	SSR3
6767	ST13
6772	STAT1
677777	SCARNA12
6778	STAT6
677806	SNORA20
677812	SNORA29
677819	SNORA37
677834	SNORA55
677845	SNORA79
677846	SNORA80A
678	ZFP36L2
6780	STAU1
6782	HSPA13
6788	STK3
6790	AURKA
6801	STRN
6804	STX1A
6811	STX5
6827	SUPT4H1
6833	ABCC8
6840	SVIL
6855	SYP
6856	SYPL1
6861	SYT5
6865	TACR2
6868	ADAM17
687	KLF9
6883	TAF12
6884	TAF13
6894	TARBP1
6898	TAT
6903	TBCC
6911	TBX6
6920	TCEA3
692090	SNORD59B
692094	MSMP
6921	ELOC
692207	SNORD91A
692208	SNORD91B
6923	ELOB
6926	TBX3
6929	TCF3
693132	MIR549A
693165	MIR580
693194	MIR609
693196	MIR611
693214	MIR629
693216	MIR631
693220	MIR635
693221	MIR636
693232	MIR647
694	BTG1
6942	TCF20
6944	VPS72
695	BTK
6950	TCP1
699	BUB1
6993	DYNLT1
7005	TEAD3
7006	TEC
7014	TERF2
7020	TFAP2A
7023	TFAP4
7031	TFF1
7054	TH
7068	THRB
7071	KLF10
7072	TIA1
7073	TIAL1
7074	TIAM1
7082	TJP1
7083	TK1
7084	TK2
7088	TLE1
7089	TLE2
7090	TLE3
7093	TLL2
7094	TLN1
71	ACTG1
7100	TLR5
7132	TNFRSF1A
7153	TOP2A
7155	TOP2B
7156	TOP3A
7157	TP53
7163	TPD52
7170	TPM3
7175	TPR
718	C3
7181	NR2C1
7203	CCT3
7227	TRPS1
723961	INS-IGF2
724028	MIR658
724031	MIR661
724033	MIR663A
7264	TSTA3
7270	TTF1
727677	CASC8
727800	RNF208
728024	LOC728024
728053	NA
728431	LINC01137
728448	PPIEL
728464	METTL24
728558	ENTPD1-AS1
728568	C12orf73
728833	FAM72D
728912	NA
728939	NA
728978	UNC5B-AS1
729	C6
7290	HIRA
729059	TEX46
729177	NBAT1
729178	STXBP5-AS1
729330	OC90
729582	DIRC3
729597	SPDYE6
729614	FLJ37453
7297	TYK2
729975	LINC01530
730091	LINC00886
730183	LOC730183
730227	LINC01136
7316	UBC
7323	UBE2D3
7328	UBE2H
7335	UBE2V1
7337	UBE3A
7342	UBP1
7343	UBTF
7351	UCP2
7353	UFD1
7358	UGDH
7381	UQCRB
7384	UQCRC1
7390	UROS
7391	USF1
7399	USH2A
741	ZNHIT2
7410	VAV2
7416	VDAC1
7421	VDR
7430	EZR
744	MPPED2
7450	VWF
7453	WARS
7456	WIPF1
746	TMEM258
7464	CORO2A
7494	XBP1
7498	XDH
7514	XPO1
7517	XRCC3
7531	YWHAE
7534	YWHAZ
7536	SF1
754	PTTG1IP
755	C21orf2
7551	ZNF3
7555	CNBP
7562	ZNF708
7564	ZNF16
7572	ZNF24
7580	ZNF32
7594	ZNF43
7596	ZNF45
763	CA5A
7644	ZNF91
767	CA8
767558	LUZP6
768211	RELL1
768216	MIR454
768218	MIR766
770	CA11
7707	ZNF148
771	CA12
7738	ZNF184
7752	ZNF200
7763	ZFAND5
7764	ZNF217
7771	ZNF112
7775	ZNF232
7782	SLC30A4
7786	MAP3K12
7805	LAPTM5
780776	TVP23A
7812	CSDE1
7813	EVI5
7827	NPHS2
7837	PXDN
7846	TUBA1A
785	CACNB4
7855	FZD5
7857	SCG2
7866	IFRD2
7884	SLBP
78992	YIPF2
78996	C7orf49
78998	RHPN1-AS1
79001	VKORC1
79002	TRIR
79015	LINC01260
79017	GGCT
79020	C7orf25
79026	AHNAK
79053	ALG8
79065	ATG9A
79070	KDELC1
79071	ELOVL6
79072	FASTKD3
79075	DSCC1
79085	SLC25A23
79086	SMIM7
79087	ALG12
79090	TRAPPC6A
79098	C1orf116
79109	MAPKAP1
79134	TMEM185B
79135	APOO
79139	DERL1
79142	PHF23
79149	ZSCAN5A
79165	LENG1
79170	PRR15L
79173	C19orf57
79175	ZNF343
79191	IRX3
79365	BHLHE41
79411	GLB1L
79441	HAUS3
79443	FYCO1
79541	OR2A4
7957	EPM2A
79570	NKAIN1
79573	TTC13
79574	EPS8L3
79575	ABHD8
79585	CORO7
79587	CARS2
79590	MRPL24
79595	SAP130
79605	PGBD5
79632	FAM184A
79639	TMEM53
79641	ROGDI
79646	PANK3
79651	RHBDF2
79654	HECTD3
79657	RPAP3
79660	PPP1R3B
79667	KLF3-AS1
79670	ZCCHC6
79674	VEPH1
79680	RTL10
79682	CENPU
79692	ZNF322
79693	YRDC
79698	ZMAT4
79710	MORC4
79712	GTDC1
79713	IGFLR1
79718	TBL1XR1
79720	VPS37B
79724	ZNF768
79726	WDR59
79751	SLC25A22
79752	ZFAND1
79754	ASB13
79755	ZNF750
79758	DHRS12
79759	ZNF668
79774	GRTP1
79778	MICALL2
7978	MTERF1
79789	CLMN
79791	FBXO31
79794	C12orf49
79809	TTC21B
79817	MOB3B
79819	WDR78
79820	CATSPERB
79834	PEAK1
79842	ZBTB3
79862	ZNF669
79873	NUDT18
79877	DCAKD
79887	PLBD1
79895	ATP8B4
79919	C2orf54
79930	DOK3
79932	KIAA0319L
7994	KAT6A
79940	LINC00472
79944	L2HGDH
79963	ABCA11P
79970	ZNF767P
79971	WLS
79973	ZNF442
79982	DNAJB14
79990	PLEKHH3
79991	STN1
80003	PCNX2
80004	ESRP2
80008	TMEM156
80020	FOXRED2
80035	ANP32A-IT1
80095	ZNF606
80111	C3orf36
80122	MAP3K19
80124	VCPIP1
80152	CENPT
80169	CTC1
80184	CEP290
80185	TTI2
80204	FBXO11
80207	OPA3
80208	SPG11
80212	CCDC92
80217	CFAP43
80218	NAA50
80223	RAB11FIP1
80232	WDR26
80256	FAM214B
80263	TRIM45
80267	EDEM3
80274	SCUBE1
8030	CCDC6
80314	EPC1
80320	SP6
80321	CEP70
805	CALM2
80700	UBXN6
80705	TSGA10
80726	IQCN
80728	ARHGAP39
8073	PTP4A2
80778	ZNF34
8079	MLF2
80818	ZNF436
80824	DUSP16
8085	KMT2D
80856	LNPK
81034	SLC25A32
81035	COLEC12
8125	ANP32A
81493	SYNC
81532	MOB2
81539	SLC38A1
81552	VOPP1
81554	RCC1L
81558	FAM117A
81570	CLPB
81577	GFOD2
81578	COL21A1
81579	PLA2G12A
81607	NECTIN4
81617	CAB39L
81622	UNC93B1
81627	TRMT1L
81669	CCNL2
81689	ISCA1
8178	ELL
81788	NUAK2
81789	TIGD6
81790	RNF170
81792	ADAMTS12
81796	SLCO5A1
818	CAMK2G
81846	SBF2
81854	ZNF205-AS1
81858	SHARPIN
81875	ISG20L2
81894	SLC25A28
81926	ABHD17A
8195	MKKS
822	CAPG
8224	SYN3
8226	PUDP
8242	KDM5C
8301	PICALM
8310	ACOX3
8312	AXIN1
8313	AXIN2
8315	BRAP
832	CAPZB
833	CARS
8330	HIST1H2AK
8331	HIST1H2AJ
8335	HIST1H2AB
8336	HIST1H2AM
8339	HIST1H2BG
8340	HIST1H2BL
83445	GSG1
83451	ABHD11
83461	CDCA3
83468	GLT8D2
8347	HIST1H2BC
8349	HIST2H2BE
8351	HIST1H3D
8355	HIST1H3G
8356	HIST1H3J
8358	HIST1H3B
83590	TMUB1
836	CASP3
8360	HIST1H4D
83606	GUCD1
8362	HIST1H4K
83641	FAM107B
8365	HIST1H4H
8366	HIST1H4B
83666	PARP9
8368	HIST1H4L
83696	TRAPPC9
83707	TRPT1
8372	HYAL3
83744	ZNF484
8379	MAD1L1
83849	SYT15
83855	KLF16
83861	RSPH3
83862	TMEM120A
83874	TBC1D10A
83877	TM2D2
83878	USHBP1
83886	PRSS27
83889	WDR87
83890	SPATA9
83892	KCTD10
83896	KRTAP3-1
83897	KRTAP3-2
83931	STK40
83940	TATDN1
83941	TM2D1
8396	PIP4K2B
8398	PLA2G6
83988	NCALD
83990	BRIP1
84000	TMPRSS13
8402	SLC25A11
8404	SPARCL1
8405	SPOP
84067	FAM160A2
8407	TAGLN2
84078	KBTBD7
84080	ENKD1
84083	ZRANB3
84106	PRAM1
8411	EEA1
8412	BCAR3
84138	SLC7A6OS
84141	EVA1A
84144	SYDE2
84146	ZNF644
84164	ASCC2
8417	STX7
84179	MFSD7
8418	CMAHP
84181	CHD6
84191	FAM96A
84193	SETD3
84196	USP48
842	CASP9
84206	MEX3B
84217	ZMYND12
84221	SPATC1L
84239	ATP13A4
84258	SYT3
84279	PRADC1
8428	STK24
84285	EIF1AD
84298	LLPH
84299	MIEN1
84300	UQCC2
84310	C7orf50
84315	MON1A
84316	NAA38
84317	CCDC115
84324	SARNP
84326	METTL26
84330	ZNF414
84335	AKT1S1
84342	COG8
8436	CAVIN2
84364	ARFGAP2
84437	MSANTD4
84441	MAML2
84447	SYVN1
84448	ABLIM2
84461	NEURL4
845	CASQ2
84513	PLPP5
84518	CNFN
84525	HOPX
84532	ACSS1
84545	MRPL43
84629	TNRC18
84632	AFAP1L2
84656	GLYR1
84669	USP32
84679	SLC9A7
84681	HINT2
84687	PPP1R9B
84693	MCEE
84698	CAPS2
8470	SORBS2
84708	LNX1
84720	PIGO
84727	SPSB2
84750	FUT10
84766	CRACR2A
8479	HIRIP3
84809	CROCCP2
84811	BUD13
84816	RTN4IP1
84837	ARHGAP5-AS1
84844	PHF5A
84875	PARP10
84883	AIFM2
84885	ZDHHC12
84886	C1orf198
84892	POMGNT2
8490	RGS5
84902	CEP89
8491	MAP4K3
84912	SLC35B4
