"Hugo_Symbol","AgeAssociatedVennSet"
"MED30","Breast_MB"
"MED8","Breast_MB"
"MEF2D","Breast_MB"
"MEG3","Breast_MB"
"MEIS1","Breast_MB"
"MEIS3","Breast_MB"
"MEOX1","Breast_MB"
"METTL25","Breast_MB"
"MFSD11","Breast_MB"
"MFSD3","Breast_MB"
"MFSD6","Breast_MB"
"MGC72080","Breast_MB"
"MGMT","Breast_MB"
"MGST1","Breast_MB"
"MICALCL","Breast_MB"
"MICALL2","Breast_MB"
"MIDN","Breast_MB"
"MKL2","Breast_MB"
"MLH1","Breast_MB"
"MLST8","Breast_MB"
"MMD","Breast_MB"
"MMP12","Breast_MB"
"MMP23B","Breast_MB"
"MMP9","Breast_MB"
"MN1","Breast_MB"
"MOCS1","Breast_MB"
"MPHOSPH6","Breast_MB"
"MPI","Breast_MB"
"MPP2","Breast_MB"
"MPRIP","Breast_MB"
"MRFAP1L1","Breast_MB"
"MRPL11","Breast_MB"
"MRPL24","Breast_MB"
"MRPL36","Breast_MB"
"MRPL43","Breast_MB"
"MRPL50","Breast_MB"
"MRPL51","Breast_MB"
"MRPL55","Breast_MB"
"MRPS17","Breast_MB"
"MRPS18B","Breast_MB"
"MRPS27","Breast_MB"
"MRPS6","Breast_MB"
"MS4A14","Breast_MB"
"MSANTD4","Breast_MB"
"MSH3","Breast_MB"
"MSL3","Breast_MB"
"MSLN","Breast_MB"
"MST1","Breast_MB"
"MST1R","Breast_MB"
"MSX1","Breast_MB"
"MT1A","Breast_MB"
"MT1E","Breast_MB"
"MT1F","Breast_MB"
"MT1IP","Breast_MB"
"MT1M","Breast_MB"
"MT2A","Breast_MB"
"MTDH","Breast_MB"
"MTFR1","Breast_MB"
"MTHFD2","Breast_MB"
"MTL5","Breast_MB"
"MTSS1","Breast_MB"
"MTUS1","Breast_MB"
"MUC1","Breast_MB"
"MUCL1","Breast_MB"
"MUM1","Breast_MB"
"MX1","Breast_MB"
"MYB","Breast_MB"
"MYCN","Breast_MB"
"MYLIP","Breast_MB"
"MYO10","Breast_MB"
"MYO1B","Breast_MB"
"MYO1C","Breast_MB"
"MYO3B","Breast_MB"
"MYO5C","Breast_MB"
"MYOZ3","Breast_MB"
"MYRIP","Breast_MB"
"MYT1","Breast_MB"
"MZF1","Breast_MB"
"NABP2","Breast_MB"
"NAMPT","Breast_MB"
"NAPB","Breast_MB"
"NAPRT","Breast_MB"
"NAT6","Breast_MB"
"NBEA","Breast_MB"
"NBPF4","Breast_MB"
"NCALD","Breast_MB"
"NCBP2","Breast_MB"
"NCL","Breast_MB"
"NCOR1P1","Breast_MB"
"NDE1","Breast_MB"
"NDRG1","Breast_MB"
"NDRG3","Breast_MB"
"NDUFA9","Breast_MB"
"NDUFAF1","Breast_MB"
"NDUFAF4","Breast_MB"
"NEBL","Breast_MB"
"NECAP2","Breast_MB"
"NEDD4L","Breast_MB"
"NELL2","Breast_MB"
"NET1","Breast_MB"
"NFIC","Breast_MB"
"NFKBIZ","Breast_MB"
"NFS1","Breast_MB"
"NGFRAP1","Breast_MB"
"NINJ1","Breast_MB"
"NKG7","Breast_MB"
"NMD3","Breast_MB"
"NME1","Breast_MB"
"NME1-NME2","Breast_MB"
"NME3","Breast_MB"
"NME5","Breast_MB"
"NME6","Breast_MB"
"NOMO1","Breast_MB"
"NOMO3","Breast_MB"
"NOP10","Breast_MB"
"NOP16","Breast_MB"
"NOP56","Breast_MB"
"NOP58","Breast_MB"
"NOXA1","Breast_MB"
"NPC1","Breast_MB"
"NPC2","Breast_MB"
"NPDC1","Breast_MB"
"NPEPL1","Breast_MB"
"NPEPPS","Breast_MB"
"NPIPB3","Breast_MB"
"NPRL3","Breast_MB"
"NPY5R","Breast_MB"
"NR2E3","Breast_MB"
"NR2F1","Breast_MB"
"NR4A2","Breast_MB"
"NRSN2","Breast_MB"
"NSF","Breast_MB"
"NSFL1C","Breast_MB"
"NSMAF","Breast_MB"
"NT5DC1","Breast_MB"
"NT5E","Breast_MB"
"NTAN1","Breast_MB"
"NTHL1","Breast_MB"
"NTN4","Breast_MB"
"NTNG1","Breast_MB"
"NUAK1","Breast_MB"
"NUDT16P1","Breast_MB"
"NUDT5","Breast_MB"
"NUMA1","Breast_MB"
"NUP155","Breast_MB"
"NUP205","Breast_MB"
"NUP50","Breast_MB"
"NUP62CL","Breast_MB"
"NXPH1","Breast_MB"
"OAF","Breast_MB"
"OCIAD1","Breast_MB"
"OGFOD3","Breast_MB"
"OGFRL1","Breast_MB"
"OGN","Breast_MB"
"OLR1","Breast_MB"
"OR7E156P","Breast_MB"
"ORM2","Breast_MB"
"OSBPL8","Breast_MB"
"OSCP1","Breast_MB"
"OSTC","Breast_MB"
"OVOL2","Breast_MB"
"P2RY6","Breast_MB"
"P2RY8","Breast_MB"
"P3H4","Breast_MB"
"PAGR1","Breast_MB"
"PAIP2","Breast_MB"
"PAK1","Breast_MB"
"PALM","Breast_MB"
"PAM","Breast_MB"
"PAN2","Breast_MB"
"PAPD4","Breast_MB"
"PAPD7","Breast_MB"
"PARD6B","Breast_MB"
"PARVB","Breast_MB"
"PATZ1","Breast_MB"
"PBDC1","Breast_MB"
"PCBD1","Breast_MB"
"PCDHA1","Breast_MB"
"PCDHB2","Breast_MB"
"PCGF2","Breast_MB"
"PCM1","Breast_MB"
"PCNA","Breast_MB"
"PCOLCE","Breast_MB"
"PCSK1","Breast_MB"
"PCSK1N","Breast_MB"
"PCYOX1","Breast_MB"
"PDCD5","Breast_MB"
"PDCD6IP","Breast_MB"
"PDCL3P4","Breast_MB"
"PDE4B","Breast_MB"
"PDHA1","Breast_MB"
"PDIA6","Breast_MB"
"PDXK","Breast_MB"
"PDZK1","Breast_MB"
"PENK","Breast_MB"
"PER2","Breast_MB"
"PER3","Breast_MB"
"PERP","Breast_MB"
"PEX11A","Breast_MB"
"PFKFB4","Breast_MB"
"PFKP","Breast_MB"
"PFN1","Breast_MB"
"PGAM5","Breast_MB"
"PGD","Breast_MB"
"PGRMC1","Breast_MB"
"PHB2","Breast_MB"
"PHF12","Breast_MB"
"PHF5A","Breast_MB"
"PHGDH","Breast_MB"
"PHGR1","Breast_MB"
"PHKA2","Breast_MB"
"PHLDB3","Breast_MB"
"PHYHD1","Breast_MB"
"PI15","Breast_MB"
"PI16","Breast_MB"
"PI3","Breast_MB"
"PICALM","Breast_MB"
"PIDD1","Breast_MB"
"PIEZO2","Breast_MB"
"PIGA","Breast_MB"
"PIGP","Breast_MB"
"PIGR","Breast_MB"
"PIGX","Breast_MB"
"PIM2","Breast_MB"
"PIP4K2C","Breast_MB"
"PIR","Breast_MB"
"PLA2G10","Breast_MB"
"PLA2G16","Breast_MB"
"PLA2G7","Breast_MB"
"PLAU","Breast_MB"
"PLAUR","Breast_MB"
"PLBD1","Breast_MB"
"PLCB1","Breast_MB"
"PLCH1","Breast_MB"
"PLEKHA2","Breast_MB"
"PLEKHA6","Breast_MB"
"PLEKHB2","Breast_MB"
"PLEKHF1","Breast_MB"
"PLEKHH3","Breast_MB"
"PLEKHO1","Breast_MB"
"PLEKHS1","Breast_MB"
"PLK2","Breast_MB"
"PLOD1","Breast_MB"
"PLOD3","Breast_MB"
"PLS1","Breast_MB"
"PLTP","Breast_MB"
"PLXNA1","Breast_MB"
"PLXNB1","Breast_MB"
"PMEPA1","Breast_MB"
"PMP22","Breast_MB"
"PNKD","Breast_MB"
"PNMA3","Breast_MB"
"PNPLA2","Breast_MB"
"PNPO","Breast_MB"
"POC5","Breast_MB"
"POLR1C","Breast_MB"
"POLR2A","Breast_MB"
"POLR2F","Breast_MB"
"POLR2L","Breast_MB"
"POMGNT1","Breast_MB"
"POMGNT2","Breast_MB"
"POMP","Breast_MB"
"POP5","Breast_MB"
"PPA1","Breast_MB"
"PPDPF","Breast_MB"
"PPIC","Breast_MB"
"PPIE","Breast_MB"
"PPIP5K1","Breast_MB"
"PPM1A","Breast_MB"
"PPP1R14A","Breast_MB"
"PPP1R16B","Breast_MB"
"PPP1R1B","Breast_MB"
"PPP1R3C","Breast_MB"
"PPP2CA","Breast_MB"
"PPP2R3C","Breast_MB"
"PPP2R5A","Breast_MB"
"PPP3R1","Breast_MB"
"PPP6R2","Breast_MB"
"PQLC1","Breast_MB"
"PRDX2","Breast_MB"
"PRDX4","Breast_MB"
"PRELID3A","Breast_MB"
"PREP","Breast_MB"
"PREX1","Breast_MB"
"PRF1","Breast_MB"
"PRICKLE2","Breast_MB"
"PRKAB1","Breast_MB"
"PRKCD","Breast_MB"
"PRKCDBP","Breast_MB"
"PRLR","Breast_MB"
"PRND","Breast_MB"
"PROM2","Breast_MB"
"PRPF18","Breast_MB"
"PRPS2","Breast_MB"
"PRR4","Breast_MB"
"PRRG2","Breast_MB"
"PRRT2","Breast_MB"
"PSD3","Breast_MB"
"PSMA3","Breast_MB"
"PSMA4","Breast_MB"
"PSMA5","Breast_MB"
"PSMB2","Breast_MB"
"PSMB5","Breast_MB"
"PSMB9","Breast_MB"
"PSMD14","Breast_MB"
"PSMD7","Breast_MB"
"PSME4","Breast_MB"
"PSMG1","Breast_MB"
"PTER","Breast_MB"
"PTOV1","Breast_MB"
"PTP4A2","Breast_MB"
"PTPN1","Breast_MB"
"PTPRCAP","Breast_MB"
"PTPRK","Breast_MB"
"PTPRT","Breast_MB"
"PTRH2","Breast_MB"
"PTS","Breast_MB"
"PTTG1","Breast_MB"
"PTTG3P","Breast_MB"
"PVALB","Breast_MB"
"PVRIG","Breast_MB"
"PVRL2","Breast_MB"
"PXMP4","Breast_MB"
"PYCR2","Breast_MB"
"PYDC1","Breast_MB"
"QDPR","Breast_MB"
"QPCT","Breast_MB"
"RAB11A","Breast_MB"
"RAB11FIP3","Breast_MB"
"RAB11FIP5","Breast_MB"
"RAB32","Breast_MB"
"RAB3IP","Breast_MB"
"RAB40C","Breast_MB"
"RAB5B","Breast_MB"
"RAB8B","Breast_MB"
"RAB9A","Breast_MB"
"RAC2","Breast_MB"
"RAD17","Breast_MB"
"RAD21","Breast_MB"
"RAD50","Breast_MB"
"RAD51C","Breast_MB"
"RAI1","Breast_MB"
"RAI2","Breast_MB"
"RALGAPA1","Breast_MB"
"RALGPS1","Breast_MB"
"RAMP1","Breast_MB"
"RAMP2","Breast_MB"
"RAMP3","Breast_MB"
"RAP1GAP","Breast_MB"
"RAPGEF6","Breast_MB"
"RAPH1","Breast_MB"
"RARRES2","Breast_MB"
"RASA1","Breast_MB"
"RASEF","Breast_MB"
"RASIP1","Breast_MB"
"RASSF4","Breast_MB"
"RBM18","Breast_MB"
"RBM7","Breast_MB"
"RCN1","Breast_MB"
"RCN3","Breast_MB"
"RCOR3","Breast_MB"
"RDH16","Breast_MB"
"RERG","Breast_MB"
"RET","Breast_MB"
"REXO2","Breast_MB"
"RFTN1","Breast_MB"
"RGCC","Breast_MB"
"RGL2","Breast_MB"
"RGS22","Breast_MB"
"RGS5","Breast_MB"
"RHBDF1","Breast_MB"
"RHEB","Breast_MB"
"RHOT2","Breast_MB"
"RIF1","Breast_MB"
"RIOK3","Breast_MB"
"RIPK2","Breast_MB"
"RIPPLY3","Breast_MB"
"RND2","Breast_MB"
"RNF10","Breast_MB"
"RNF14","Breast_MB"
"ROBO2","Breast_MB"
"ROGDI","Breast_MB"
"RP9","Breast_MB"
"RPF2","Breast_MB"
"RPIA","Breast_MB"
"RPL10A","Breast_MB"
"RPL12","Breast_MB"
"RPL13AP20","Breast_MB"
"RPL13AP6","Breast_MB"
"RPL13P5","Breast_MB"
"RPL17","Breast_MB"
"RPL18A","Breast_MB"
"RPL21","Breast_MB"
"RPL23","Breast_MB"
"RPL23A","Breast_MB"
"RPL23AP64","Breast_MB"
"RPL26","Breast_MB"
"RPL29","Breast_MB"
"RPL31","Breast_MB"
"RPL34","Breast_MB"
"RPL37A","Breast_MB"
"RPL39","Breast_MB"
"RPL39L","Breast_MB"
"RPL5","Breast_MB"
"RPL6","Breast_MB"
"RPL7","Breast_MB"
"RPL8","Breast_MB"
"RPP40","Breast_MB"
"RPS12","Breast_MB"
"RPS15A","Breast_MB"
"RPS16","Breast_MB"
"RPS21","Breast_MB"
"RPS23","Breast_MB"
"RPS24","Breast_MB"
"RPS25","Breast_MB"
"RPS28","Breast_MB"
"RPS29","Breast_MB"
"RPS3","Breast_MB"
"RPS4X","Breast_MB"
"RPS5","Breast_MB"
"RPS6","Breast_MB"
"RPS6KA2","Breast_MB"
"RRP36","Breast_MB"
"RRP7A","Breast_MB"
"RSAD2","Breast_MB"
"RTN3","Breast_MB"
"RTN4","Breast_MB"
"RTP4","Breast_MB"
"RUNDC3A","Breast_MB"
"RUSC1-AS1","Breast_MB"
"RYBP","Breast_MB"
"S100A10","Breast_MB"
"S100A11","Breast_MB"
"S100A16","Breast_MB"
"S100A3","Breast_MB"
"S100A6","Breast_MB"
"S100A7","Breast_MB"
"S100A8","Breast_MB"
"S100A9","Breast_MB"
"SAA1","Breast_MB"
"SAA4","Breast_MB"
"SALL2","Breast_MB"
"SAMD9","Breast_MB"
"SAP18","Breast_MB"
"SASH3","Breast_MB"
"SAT1","Breast_MB"
"SAYSD1","Breast_MB"
"SBSPON","Breast_MB"
"SC5D","Breast_MB"
"SCAMP1","Breast_MB"
"SCAND1","Breast_MB"
"SCARA5","Breast_MB"
"SCGB1D2","Breast_MB"
"SCGB2A2","Breast_MB"
"SCGB3A1","Breast_MB"
"SCNN1A","Breast_MB"
"SCNN1B","Breast_MB"
"SCNN1D","Breast_MB"
"SCRG1","Breast_MB"
"SDC1","Breast_MB"
"SDC4","Breast_MB"
"SDCBP","Breast_MB"
"SDCBP2","Breast_MB"
"SDHD","Breast_MB"
"SEC14L2","Breast_MB"
"SEC16A","Breast_MB"
"SEC61B","Breast_MB"
"SEC61G","Breast_MB"
"SEC62","Breast_MB"
"SEH1L","Breast_MB"
"SELE","Breast_MB"
"SELT","Breast_MB"
"SEMA3B","Breast_MB"
"SEMA3E","Breast_MB"
"SEMA4D","Breast_MB"
"SEP15","Breast_MB"
"SEPT5","Breast_MB"
"SERGEF","Breast_MB"
"SERINC3","Breast_MB"
"SERP1","Breast_MB"
"SERPINA6","Breast_MB"
"SERPINF1","Breast_MB"
"SERTAD3","Breast_MB"
"SERTAD4","Breast_MB"
"SETBP1","Breast_MB"
"SEZ6L2","Breast_MB"
"SF3B6","Breast_MB"
"SFN","Breast_MB"
"SFRP4","Breast_MB"
"SFT2D1","Breast_MB"
"SFXN2","Breast_MB"
"SFXN5","Breast_MB"
"SGK223","Breast_MB"
"SGK3","Breast_MB"
"SGSH","Breast_MB"
"SGSM2","Breast_MB"
"SH3BGRL3","Breast_MB"
"SH3GLB1","Breast_MB"
"SH3GLB2","Breast_MB"
"SH3RF1","Breast_MB"
"SHFM1","Breast_MB"
"SHMT2","Breast_MB"
"SHPK","Breast_MB"
"SHROOM3","Breast_MB"
"SIAH2","Breast_MB"
"SIDT1","Breast_MB"
"SIGIRR","Breast_MB"
"SIGMAR1","Breast_MB"
"SIRPA","Breast_MB"
"SIX1","Breast_MB"
"SIX4","Breast_MB"
"SKAP1","Breast_MB"
"SKAP2","Breast_MB"
"SLAMF8","Breast_MB"
"SLC16A10","Breast_MB"
"SLC16A6","Breast_MB"
"SLC1A4","Breast_MB"
"SLC25A12","Breast_MB"
"SLC25A13","Breast_MB"
"SLC25A20","Breast_MB"
"SLC25A23","Breast_MB"
"SLC25A37","Breast_MB"
"SLC25A5","Breast_MB"
"SLC26A3","Breast_MB"
"SLC29A1","Breast_MB"
"SLC29A3","Breast_MB"
"SLC29A4","Breast_MB"
"SLC2A10","Breast_MB"
"SLC2A3","Breast_MB"
"SLC2A6","Breast_MB"
"SLC30A5","Breast_MB"
"SLC35E3","Breast_MB"
"SLC39A6","Breast_MB"
"SLC41A2","Breast_MB"
"SLC43A2","Breast_MB"
"SLC48A1","Breast_MB"
"SLC4A11","Breast_MB"
"SLC4A7","Breast_MB"
"SLC4A8","Breast_MB"
"SLC7A1","Breast_MB"
"SLC9A3R1","Breast_MB"
"SLITRK6","Breast_MB"
"SLPI","Breast_MB"
"SLURP1","Breast_MB"
"SLX4","Breast_MB"
"SLX4IP","Breast_MB"
"SMAD3","Breast_MB"
"SMARCC2","Breast_MB"
"SMARCE1","Breast_MB"
"SMC4","Breast_MB"
"SMCO4","Breast_MB"
"SMIM11A","Breast_MB"
"SMOC1","Breast_MB"
"SMS","Breast_MB"
"SNAP29","Breast_MB"
"SNAPC2","Breast_MB"
"SNHG11","Breast_MB"
"SNHG5","Breast_MB"
"SNORA25","Breast_MB"
"SNORD46","Breast_MB"
"SNORD68","Breast_MB"
"SNRNP25","Breast_MB"
"SNRPB2","Breast_MB"
"SNRPG","Breast_MB"
"SNRPN","Breast_MB"
"SNURF","Breast_MB"
"SNX29","Breast_MB"
"SNX29P2","Breast_MB"
"SNX3","Breast_MB"
"SNX5","Breast_MB"
"SOCS1","Breast_MB"
"SOD2","Breast_MB"
"SOGA1","Breast_MB"
"SORD","Breast_MB"
"SOX13","Breast_MB"
"SOX15","Breast_MB"
"SP140","Breast_MB"
"SPAG6","Breast_MB"
"SPATA20","Breast_MB"
"SPG11","Breast_MB"
"SPHK2","Breast_MB"
"SPINK4","Breast_MB"
"SPIRE2","Breast_MB"
"SPOCK1","Breast_MB"
"SPRED2","Breast_MB"
"SRFBP1","Breast_MB"
"SRGAP1","Breast_MB"
"SRGAP3","Breast_MB"
"SRGN","Breast_MB"
"SRI","Breast_MB"
"SRPK2","Breast_MB"
"SRPX2","Breast_MB"
"SRRM2","Breast_MB"
"SRSF5","Breast_MB"
"SRSF6","Breast_MB"
"SSBP1","Breast_MB"
"SSBP2","Breast_MB"
"SSBP4","Breast_MB"
"SSFA2","Breast_MB"
"SSH3","Breast_MB"
"ST14","Breast_MB"
"ST6GALNAC2","Breast_MB"
"STARD10","Breast_MB"
"STARD13","Breast_MB"
"STARD3","Breast_MB"
"STAT1","Breast_MB"
"STAU2","Breast_MB"
"STC1","Breast_MB"
"STC2","Breast_MB"
"STEAP1","Breast_MB"
"STEAP1B","Breast_MB"
"STEAP2","Breast_MB"
"STK36","Breast_MB"
"STOML2","Breast_MB"
"STT3A","Breast_MB"
"SUB1","Breast_MB"
"SUCLG2","Breast_MB"
"SUMF1","Breast_MB"
"SUN2","Breast_MB"
"SUOX","Breast_MB"
"SUSD2","Breast_MB"
"SUSD3","Breast_MB"
"SUSD4","Breast_MB"
"SWSAP1","Breast_MB"
"SYBU","Breast_MB"
"SYN1","Breast_MB"
"SYNC","Breast_MB"
"SYNCRIP","Breast_MB"
"SYNDIG1","Breast_MB"
"SYNE4","Breast_MB"
"SYNJ2","Breast_MB"
"SYT1","Breast_MB"
"SYT13","Breast_MB"
"SYT4","Breast_MB"
"SYT7","Breast_MB"
"SYTL1","Breast_MB"
"SYTL4","Breast_MB"
"TACC2","Breast_MB"
"TALDO1","Breast_MB"
"TANK","Breast_MB"
"TAOK1","Breast_MB"
"TAP1","Breast_MB"
"TARS","Breast_MB"
"TAX1BP3","Breast_MB"
"TBC1D10C","Breast_MB"
"TBC1D9B","Breast_MB"
"TBL3","Breast_MB"
"TBX3","Breast_MB"
"TCEA2","Breast_MB"
"TCEAL2","Breast_MB"
"TECR","Breast_MB"
"TELO2","Breast_MB"
"TEX14","Breast_MB"
"TFCP2L1","Breast_MB"
"TFF1","Breast_MB"
"TFF3","Breast_MB"
"TFRC","Breast_MB"
"TGFBI","Breast_MB"
"TGM2","Breast_MB"
"THNSL2","Breast_MB"
"THOC5","Breast_MB"
"THYN1","Breast_MB"
"TKFC","Breast_MB"
"TKT","Breast_MB"
"TLE1","Breast_MB"
"TLE2","Breast_MB"
"TLE3","Breast_MB"
"TM4SF1","Breast_MB"
"TM4SF18","Breast_MB"
"TM7SF2","Breast_MB"
"TMED4","Breast_MB"
"TMEM101","Breast_MB"
"TMEM106B","Breast_MB"
"TMEM115","Breast_MB"
"TMEM123","Breast_MB"
"TMEM125","Breast_MB"
"TMEM139","Breast_MB"
"TMEM140","Breast_MB"
"TMEM170A","Breast_MB"
"TMEM176A","Breast_MB"
"TMEM183A","Breast_MB"
"TMEM192","Breast_MB"
"TMEM241","Breast_MB"
"TMEM258","Breast_MB"
"TMEM30B","Breast_MB"
"TMEM38B","Breast_MB"
"TMEM45A","Breast_MB"
"TMEM47","Breast_MB"
"TMEM5","Breast_MB"
"TMEM59","Breast_MB"
"TMEM62","Breast_MB"
"TMEM80","Breast_MB"
"TMEM99","Breast_MB"
"TMPRSS2","Breast_MB"
"TMSB15A","Breast_MB"
"TMUB2","Breast_MB"
"TNFRSF12A","Breast_MB"
"TNFRSF21","Breast_MB"
"TNFRSF25","Breast_MB"
"TNFRSF4","Breast_MB"
"TNFSF12","Breast_MB"
"TNK2","Breast_MB"
"TNNI2","Breast_MB"
"TNNT1","Breast_MB"
"TNRC6A","Breast_MB"
"TOB1","Breast_MB"
"TOMM5","Breast_MB"
"TOP3A","Breast_MB"
"TOX2","Breast_MB"
"TOX3","Breast_MB"
"TPD52","Breast_MB"
"TPI1","Breast_MB"
"TPI1P2","Breast_MB"
"TPRG1","Breast_MB"
"TPSAB1","Breast_MB"
"TRAF5","Breast_MB"
"TRAK1","Breast_MB"
"TRAM2","Breast_MB"
"TRAPPC13","Breast_MB"
"TRAPPC6A","Breast_MB"
"TRAPPC9","Breast_MB"
"TRIM23","Breast_MB"
"TRIM3","Breast_MB"
"TRIM4","Breast_MB"
"TRIM41","Breast_MB"
"TRIM45","Breast_MB"
"TRIM52","Breast_MB"
"TRIM8","Breast_MB"
"TRIP6","Breast_MB"
"TROVE2","Breast_MB"
"TRPV6","Breast_MB"
"TSC2","Breast_MB"
"TSC22D3","Breast_MB"
"TSG101","Breast_MB"
"TSKU","Breast_MB"
"TSNAX","Breast_MB"
"TSPAN1","Breast_MB"
"TSPAN3","Breast_MB"
"TSPAN32","Breast_MB"
"TSPAN33","Breast_MB"
"TSPAN6","Breast_MB"
"TSPO","Breast_MB"
"TSPY26P","Breast_MB"
"TSPYL2","Breast_MB"
"TTC17","Breast_MB"
"TTC25","Breast_MB"
"TTC3","Breast_MB"
"TTC37","Breast_MB"
"TTC39C","Breast_MB"
"TTLL3","Breast_MB"
"TUBA1C","Breast_MB"
"TUBA3C","Breast_MB"
"TUBA3D","Breast_MB"
"TUBA3E","Breast_MB"
"TUBA4A","Breast_MB"
"TUBB2B","Breast_MB"
"TUBG1","Breast_MB"
"TULP4","Breast_MB"
"TWIST1","Breast_MB"
"TXN","Breast_MB"
"TXNDC5","Breast_MB"
"UBA7","Breast_MB"
"UBE3A","Breast_MB"
"UBL3","Breast_MB"
"UBQLN1","Breast_MB"
"UBQLN4","Breast_MB"
"UBXN11","Breast_MB"
"UCHL3","Breast_MB"
"UCHL5","Breast_MB"
"UCN","Breast_MB"
"UGCG","Breast_MB"
"UGP2","Breast_MB"
"UHMK1","Breast_MB"
"UNC5B","Breast_MB"
"UNG","Breast_MB"
"UPF2","Breast_MB"
"UPP1","Breast_MB"
"UQCRB","Breast_MB"
"UQCRBP1","Breast_MB"
"UQCRC1","Breast_MB"
"USP14","Breast_MB"
"USP7","Breast_MB"
"VAMP5","Breast_MB"
"VASN","Breast_MB"
"VAV3","Breast_MB"
"VCL","Breast_MB"
"VEZF1","Breast_MB"
"VLDLR","Breast_MB"
"VPREB3","Breast_MB"
"VPS13B","Breast_MB"
"VPS28","Breast_MB"
"VPS35","Breast_MB"
"VPS37C","Breast_MB"
"VPS37D","Breast_MB"
"VPS52","Breast_MB"
"VRK1","Breast_MB"
"VRK3","Breast_MB"
"VTCN1","Breast_MB"
"WARS","Breast_MB"
"WAS","Breast_MB"
"WBP1L","Breast_MB"
"WBSCR27","Breast_MB"
"WDR19","Breast_MB"
"WDR24","Breast_MB"
"WDR27","Breast_MB"
"WDR33","Breast_MB"
"WDR4","Breast_MB"
"WDR54","Breast_MB"
"WDR6","Breast_MB"
"WDR60","Breast_MB"
"WDR73","Breast_MB"
"WDR75","Breast_MB"
"WDR90","Breast_MB"
"WDR91","Breast_MB"
"WDR97","Breast_MB"
"WHSC1L1","Breast_MB"
"WIF1","Breast_MB"
"WNK4","Breast_MB"
"WNT3","Breast_MB"
"XAB2","Breast_MB"
"XPC","Breast_MB"
"XPNPEP1","Breast_MB"
"XRCC6","Breast_MB"
"YAF2","Breast_MB"
"YAP1","Breast_MB"
"YIPF4","Breast_MB"
"YIPF6","Breast_MB"
"YME1L1","Breast_MB"
"YPEL3","Breast_MB"
"YTHDC2","Breast_MB"
"YWHAZ","Breast_MB"
"ZADH2","Breast_MB"
"ZBTB4","Breast_MB"
"ZBTB40","Breast_MB"
"ZC2HC1A","Breast_MB"
"ZCRB1","Breast_MB"
"ZDHHC1","Breast_MB"
"ZDHHC11","Breast_MB"
"ZFHX3","Breast_MB"
"ZFP36","Breast_MB"
"ZFYVE19","Breast_MB"
"ZKSCAN1","Breast_MB"
"ZMIZ1","Breast_MB"
"ZMYND12","Breast_MB"
"ZMYND8","Breast_MB"
"ZNF148","Breast_MB"
"ZNF160","Breast_MB"
"ZNF213","Breast_MB"
"ZNF239","Breast_MB"
"ZNF263","Breast_MB"
"ZNF264","Breast_MB"
"ZNF277","Breast_MB"
"ZNF281","Breast_MB"
"ZNF30","Breast_MB"
"ZNF385B","Breast_MB"
"ZNF385D","Breast_MB"
"ZNF417","Breast_MB"
"ZNF446","Breast_MB"
"ZNF500","Breast_MB"
"ZNF540","Breast_MB"
"ZNF541","Breast_MB"
"ZNF573","Breast_MB"
"ZNF580","Breast_MB"
"ZNF587","Breast_MB"
"ZNF615","Breast_MB"
"ZNF700","Breast_MB"
"ZNF827","Breast_MB"
"ZNF83","Breast_MB"
"ZPR1","Breast_MB"
"ZSCAN32","Breast_MB"
"ZW10","Breast_MB"
"A2ML1","Breast_TCGA and Breast_MB"
"AADAT","Breast_TCGA and Breast_MB"
"ABCA3","Breast_TCGA and Breast_MB"
"ABCA8","Breast_TCGA and Breast_MB"
"ABCB1","Breast_TCGA and Breast_MB"
"ABCC11","Breast_TCGA and Breast_MB"
"ABCC4","Breast_TCGA and Breast_MB"
"ABCG1","Breast_TCGA and Breast_MB"
"ABHD12","Breast_TCGA and Breast_MB"
"ABHD14A","Breast_TCGA and Breast_MB"
"ABHD14B","Breast_TCGA and Breast_MB"
"ABHD3","Breast_TCGA and Breast_MB"
"ABLIM3","Breast_TCGA and Breast_MB"
"ABTB2","Breast_TCGA and Breast_MB"
"ACAA1","Breast_TCGA and Breast_MB"
"ACAA2","Breast_TCGA and Breast_MB"
"ACADVL","Breast_TCGA and Breast_MB"
"ACBD7","Breast_TCGA and Breast_MB"
"ACOT9","Breast_TCGA and Breast_MB"
"ACOX2","Breast_TCGA and Breast_MB"
"ACSL4","Breast_TCGA and Breast_MB"
"ACTA2","Breast_TCGA and Breast_MB"
"ACTG2","Breast_TCGA and Breast_MB"
"ACTN1","Breast_TCGA and Breast_MB"
"ACVR2A","Breast_TCGA and Breast_MB"
"ADA","Breast_TCGA and Breast_MB"
"ADAM19","Breast_TCGA and Breast_MB"
"ADAMTS1","Breast_TCGA and Breast_MB"
"ADAMTS5","Breast_TCGA and Breast_MB"
"ADAMTS8","Breast_TCGA and Breast_MB"
"ADCY3","Breast_TCGA and Breast_MB"
"ADCY6","Breast_TCGA and Breast_MB"
"ADD3","Breast_TCGA and Breast_MB"
"ADGRA2","Breast_TCGA and Breast_MB"
"ADGRG6","Breast_TCGA and Breast_MB"
"ADH1C","Breast_TCGA and Breast_MB"
"ADIRF","Breast_TCGA and Breast_MB"
"ADORA1","Breast_TCGA and Breast_MB"
"ADORA2B","Breast_TCGA and Breast_MB"
"ADTRP","Breast_TCGA and Breast_MB"
